,team,total,date,source,abrv
13,Minnesota,195.5,2012-12-15,238,MIN
14,L.A. Clippers,194.0,2012-12-15,238,LAC
15,Milwaukee,194.0,2012-12-15,238,MIL
16,Boston,198.5,2012-12-15,238,BOS
17,San Antonio,198.5,2012-12-15,238,SAS
18,Memphis,188.5,2012-12-15,238,MEM
19,Utah,188.5,2012-12-15,238,UTA
0,Minnesota,192.5,2012-12-17,238,MIN
1,Orlando,192.5,2012-12-17,238,ORL
2,Houston,210.0,2012-12-17,238,HOU
3,New York,210.0,2012-12-17,238,NYK
4,L.A. Clippers,191.5,2012-12-17,238,LAC
5,Detroit,191.5,2012-12-17,238,DET
6,Chicago,179.0,2012-12-17,238,CHI
7,Memphis,179.0,2012-12-17,238,MEM
8,San Antonio,208.5,2012-12-17,238,SAS
9,Oklahoma City,208.5,2012-12-17,238,OKC
10,Sacramento,197.0,2012-12-17,238,SAC
11,Phoenix,197.0,2012-12-17,238,PHX
0,Oklahoma City,201.0,2012-12-20,238,OKC
1,Minnesota,201.0,2012-12-20,238,MIN
2,Miami,203.0,2012-12-20,238,MIA
3,Dallas,203.0,2012-12-20,238,DAL
4,Denver,200.5,2012-12-20,238,DEN
5,Portland,200.5,2012-12-20,238,POR
0,Detroit,185.0,2012-12-19,238,DET
1,Toronto,185.0,2012-12-19,238,TOR
2,Brooklyn,193.0,2012-12-19,238,BKN
3,New York,193.0,2012-12-19,238,NYK
4,Washington,184.5,2012-12-19,238,WAS
5,Orlando,184.5,2012-12-19,238,ORL
6,Utah,186.0,2012-12-19,238,UTA
7,Indiana,186.0,2012-12-19,238,IND
8,Oklahoma City,200.0,2012-12-19,238,OKC
9,Atlanta,200.0,2012-12-19,238,ATL
10,Cleveland,191.5,2012-12-19,238,CLE
11,Boston,191.5,2012-12-19,238,BOS
12,Philadelphia,199.0,2012-12-19,238,PHI
13,Houston,199.0,2012-12-19,238,HOU
14,Charlotte,198.5,2012-12-19,238,CHA
15,Phoenix,198.5,2012-12-19,238,PHX
16,Milwaukee,187.5,2012-12-19,238,MIL
17,Memphis,187.5,2012-12-19,238,MEM
18,Golden State,201.0,2012-12-19,238,GSW
19,Sacramento,201.0,2012-12-19,238,SAC
20,New Orleans,189.0,2012-12-19,238,NOP
21,L.A. Clippers,189.0,2012-12-19,238,LAC
0,Atlanta,187.0,2012-12-18,238,ATL
1,Washington,187.0,2012-12-18,238,WAS
2,Toronto,189.0,2012-12-18,238,TOR
3,Cleveland,189.0,2012-12-18,238,CLE
4,Utah,193.5,2012-12-18,238,UTA
5,Brooklyn,193.5,2012-12-18,238,BKN
6,Minnesota,200.5,2012-12-18,238,MIN
7,Miami,200.5,2012-12-18,238,MIA
8,Boston,181.0,2012-12-18,238,BOS
9,Chicago,181.0,2012-12-18,238,CHI
10,Indiana,185.5,2012-12-18,238,IND
11,Milwaukee,185.5,2012-12-18,238,MIL
12,Philadelphia,194.0,2012-12-18,238,PHI
13,Dallas,194.0,2012-12-18,238,DAL
14,San Antonio,209.5,2012-12-18,238,SAS
15,Denver,209.5,2012-12-18,238,DEN
16,Charlotte,206.0,2012-12-18,238,CHA
17,L.A. Lakers,206.0,2012-12-18,238,LAL
18,New Orleans,192.5,2012-12-18,238,NOP
19,Golden State,192.5,2012-12-18,238,GSW
0,Philadelphia,187.5,2012-12-23,238,PHI
1,Brooklyn,187.5,2012-12-23,238,BKN
2,Minnesota,200.5,2012-12-23,238,MIN
3,New York,200.5,2012-12-23,238,NYK
4,Utah,187.5,2012-12-23,238,UTA
5,Orlando,187.5,2012-12-23,238,ORL
6,Dallas,207.0,2012-12-23,238,DAL
7,San Antonio,207.0,2012-12-23,238,SAS
8,L.A. Clippers,195.5,2012-12-23,238,LAC
9,Phoenix,195.5,2012-12-23,238,PHX
10,Portland,195.5,2012-12-23,238,POR
11,Sacramento,195.5,2012-12-23,238,SAC
0,Boston,184.0,2012-12-25,238,BOS
1,Brooklyn,184.0,2012-12-25,238,BKN
2,New York,211.0,2012-12-25,238,NYK
3,L.A. Lakers,211.0,2012-12-25,238,LAL
4,Oklahoma City,204.0,2012-12-25,238,OKC
5,Miami,204.0,2012-12-25,238,MIA
6,Houston,197.0,2012-12-25,238,HOU
7,Chicago,197.0,2012-12-25,238,CHI
8,Denver,204.5,2012-12-25,238,DEN
9,L.A. Clippers,204.5,2012-12-25,238,LAC
0,Detroit,183.0,2012-12-22,238,DET
1,Washington,183.0,2012-12-22,238,WAS
2,Chicago,184.5,2012-12-22,238,CHI
3,Atlanta,184.5,2012-12-22,238,ATL
4,Utah,198.0,2012-12-22,238,UTA
5,Miami,198.0,2012-12-22,238,MIA
6,Indiana,178.0,2012-12-22,238,IND
7,New Orleans,178.0,2012-12-22,238,NOP
8,Memphis,196.5,2012-12-22,238,MEM
9,Houston,196.5,2012-12-22,238,HOU
10,Cleveland,195.5,2012-12-22,238,CLE
11,Milwaukee,195.5,2012-12-22,238,MIL
12,Charlotte,210.0,2012-12-22,238,CHA
13,Denver,210.0,2012-12-22,238,DEN
14,Phoenix,195.5,2012-12-22,238,PHX
15,Portland,195.5,2012-12-22,238,POR
16,L.A. Lakers,215.0,2012-12-22,238,LAL
17,Golden State,215.0,2012-12-22,238,GSW
0,Orlando,187.0,2012-12-21,238,ORL
1,Toronto,187.0,2012-12-21,238,TOR
2,Atlanta,188.0,2012-12-21,238,ATL
3,Philadelphia,188.0,2012-12-21,238,PHI
4,Indiana,187.0,2012-12-21,238,IND
5,Cleveland,187.0,2012-12-21,238,CLE
6,Washington,185.0,2012-12-21,238,WAS
7,Detroit,185.0,2012-12-21,238,DET
8,Chicago,187.5,2012-12-21,238,CHI
9,New York,187.5,2012-12-21,238,NYK
10,Milwaukee,190.5,2012-12-21,238,MIL
11,Boston,190.5,2012-12-21,238,BOS
12,Dallas,189.0,2012-12-21,238,DAL
13,Memphis,189.0,2012-12-21,238,MEM
14,New Orleans,195.5,2012-12-21,238,NOP
15,San Antonio,195.5,2012-12-21,238,SAS
16,Charlotte,205.0,2012-12-21,238,CHA
17,Golden State,205.0,2012-12-21,238,GSW
18,Sacramento,202.0,2012-12-21,238,SAC
19,L.A. Clippers,202.0,2012-12-21,238,LAC
0,Cleveland,189.0,2012-12-26,238,CLE
1,Washington,189.0,2012-12-26,238,WAS
2,Miami,200.0,2012-12-26,238,MIA
3,Charlotte,200.0,2012-12-26,238,CHA
4,New Orleans,182.0,2012-12-26,238,NOP
5,Orlando,182.0,2012-12-26,238,ORL
6,Detroit,187.0,2012-12-26,238,DET
7,Atlanta,187.0,2012-12-26,238,ATL
8,Brooklyn,188.0,2012-12-26,238,BKN
9,Milwaukee,188.0,2012-12-26,238,MIL
10,Philadelphia,182.5,2012-12-26,238,PHI
11,Memphis,182.5,2012-12-26,238,MEM
12,Houston,210.5,2012-12-26,238,HOU
13,Minnesota,210.5,2012-12-26,238,MIN
14,Toronto,200.0,2012-12-26,238,TOR
15,San Antonio,200.0,2012-12-26,238,SAS
16,L.A. Lakers,211.5,2012-12-26,238,LAL
17,Denver,211.5,2012-12-26,238,DEN
18,Golden State,203.0,2012-12-26,238,GSW
19,Utah,203.0,2012-12-26,238,UTA
20,New York,195.5,2012-12-26,238,NYK
21,Phoenix,195.5,2012-12-26,238,PHX
22,Sacramento,199.0,2012-12-26,238,SAC
23,Portland,199.0,2012-12-26,238,POR
24,Chicago,177.5,2012-12-26,238,CHI
25,Indiana,177.5,2012-12-26,238,IND
0,Dallas,207.0,2012-12-27,238,DAL
1,Oklahoma City,207.0,2012-12-27,238,OKC
2,Boston,189.5,2012-12-27,238,BOS
3,L.A. Clippers,189.5,2012-12-27,238,LAC
0,Milwaukee,191.0,2012-12-30,238,MIL
1,Detroit,191.0,2012-12-30,238,DET
2,San Antonio,207.5,2012-12-30,238,SAS
3,Dallas,207.5,2012-12-30,238,DAL
4,Boston,193.0,2012-12-30,238,BOS
5,Sacramento,193.0,2012-12-30,238,SAC
6,Utah,198.0,2012-12-30,238,UTA
7,L.A. Clippers,198.0,2012-12-30,238,LAC
0,Memphis,177.0,2012-12-31,238,MEM
1,Indiana,177.0,2012-12-31,238,IND
2,Charlotte,188.5,2012-12-31,238,CHA
3,Chicago,188.5,2012-12-31,238,CHI
4,Miami,194.5,2012-12-31,238,MIA
5,Orlando,194.5,2012-12-31,238,ORL
6,Atlanta,206.0,2012-12-31,238,ATL
7,Houston,206.0,2012-12-31,238,HOU
8,Brooklyn,198.5,2012-12-31,238,BKN
9,San Antonio,198.5,2012-12-31,238,SAS
10,Phoenix,206.5,2012-12-31,238,PHX
11,Oklahoma City,206.5,2012-12-31,238,OKC
0,Dallas,192.0,2013-01-01,238,DAL
1,Washington,192.0,2013-01-01,238,WAS
2,Portland,196.5,2013-01-01,238,POR
3,New York,196.5,2013-01-01,238,NYK
4,Sacramento,195.5,2013-01-01,238,SAC
5,Detroit,195.5,2013-01-01,238,DET
6,Atlanta,185.0,2013-01-01,238,ATL
7,New Orleans,185.0,2013-01-01,238,NOP
8,L.A. Clippers,207.5,2013-01-01,238,LAC
9,Denver,207.5,2013-01-01,238,DEN
10,Philadelphia,200.5,2013-01-01,238,PHI
11,L.A. Lakers,200.5,2013-01-01,238,LAL
0,New York,199.5,2012-12-06,238,NYK
1,Miami,199.5,2012-12-06,238,MIA
2,Dallas,205.5,2012-12-06,238,DAL
3,Phoenix,205.5,2012-12-06,238,PHX
0,Orlando,182.5,2012-12-28,238,ORL
1,Washington,182.5,2012-12-28,238,WAS
2,Phoenix,188.5,2012-12-28,238,PHX
3,Indiana,188.5,2012-12-28,238,IND
4,Charlotte,196.0,2012-12-28,238,CHA
5,Brooklyn,196.0,2012-12-28,238,BKN
6,Miami,188.5,2012-12-28,238,MIA
7,Detroit,188.5,2012-12-28,238,DET
8,Atlanta,189.5,2012-12-28,238,ATL
9,Cleveland,189.5,2012-12-28,238,CLE
10,Toronto,182.5,2012-12-28,238,TOR
11,New Orleans,182.5,2012-12-28,238,NOP
12,Denver,210.0,2012-12-28,238,DEN
13,Dallas,210.0,2012-12-28,238,DAL
14,Houston,213.0,2012-12-28,238,HOU
15,San Antonio,213.0,2012-12-28,238,SAS
16,L.A. Clippers,191.5,2012-12-28,238,LAC
17,Utah,191.5,2012-12-28,238,UTA
18,New York,199.0,2012-12-28,238,NYK
19,Sacramento,199.0,2012-12-28,238,SAC
20,Philadelphia,199.5,2012-12-28,238,PHI
21,Golden State,199.5,2012-12-28,238,GSW
22,Portland,205.5,2012-12-28,238,POR
23,L.A. Lakers,205.5,2012-12-28,238,LAL
0,San Antonio,208.0,2013-01-03,238,SAS
1,New York,208.0,2013-01-03,238,NYK
2,Minnesota,201.5,2013-01-03,238,MIN
3,Denver,201.5,2013-01-03,238,DEN
0,Boston,187.0,2013-01-05,238,BOS
1,Atlanta,187.0,2013-01-05,238,ATL
2,New York,195.0,2013-01-05,238,NYK
3,Orlando,195.0,2013-01-05,238,ORL
4,Milwaukee,187.5,2013-01-05,238,MIL
5,Indiana,187.5,2013-01-05,238,IND
6,Sacramento,196.0,2013-01-05,238,SAC
7,Brooklyn,196.0,2013-01-05,238,BKN
8,Houston,213.0,2013-01-05,238,HOU
9,Cleveland,213.0,2013-01-05,238,CLE
10,Portland,190.5,2013-01-05,238,POR
11,Minnesota,190.5,2013-01-05,238,MIN
12,New Orleans,194.5,2013-01-05,238,NOP
13,Dallas,194.5,2013-01-05,238,DAL
14,Philadelphia,198.0,2013-01-05,238,PHI
15,San Antonio,198.0,2013-01-05,238,SAS
16,Utah,201.5,2013-01-05,238,UTA
17,Denver,201.5,2013-01-05,238,DEN
18,Golden State,202.5,2013-01-05,238,GSW
19,L.A. Clippers,202.5,2013-01-05,238,LAC
0,Cleveland,196.0,2013-01-04,238,CLE
1,Charlotte,196.0,2013-01-04,238,CHA
2,Brooklyn,184.0,2013-01-04,238,BKN
3,Washington,184.0,2013-01-04,238,WAS
4,Sacramento,195.5,2013-01-04,238,SAC
5,Toronto,195.5,2013-01-04,238,TOR
6,Atlanta,190.0,2013-01-04,238,ATL
7,Detroit,190.0,2013-01-04,238,DET
8,Chicago,189.5,2013-01-04,238,CHI
9,Miami,189.5,2013-01-04,238,MIA
10,Philadelphia,196.5,2013-01-04,238,PHI
11,Oklahoma City,196.5,2013-01-04,238,OKC
12,Portland,182.0,2013-01-04,238,POR
13,Memphis,182.0,2013-01-04,238,MEM
14,Indiana,181.5,2013-01-04,238,IND
15,Boston,181.5,2013-01-04,238,BOS
16,Houston,214.0,2013-01-04,238,HOU
17,Milwaukee,214.0,2013-01-04,238,MIL
18,Utah,198.5,2013-01-04,238,UTA
19,Phoenix,198.5,2013-01-04,238,PHX
20,L.A. Lakers,207.0,2013-01-04,238,LAL
21,L.A. Clippers,207.0,2013-01-04,238,LAC
0,New Orleans,190.0,2012-12-29,238,NOP
1,Charlotte,190.0,2012-12-29,238,CHA
2,Indiana,182.0,2012-12-29,238,IND
3,Atlanta,182.0,2012-12-29,238,ATL
4,Toronto,186.5,2012-12-29,238,TOR
5,Orlando,186.5,2012-12-29,238,ORL
6,Cleveland,190.0,2012-12-29,238,CLE
7,Brooklyn,190.0,2012-12-29,238,BKN
8,Washington,180.5,2012-12-29,238,WAS
9,Chicago,180.5,2012-12-29,238,CHI
10,Denver,195.0,2012-12-29,238,DEN
11,Memphis,195.0,2012-12-29,238,MEM
12,Oklahoma City,212.5,2012-12-29,238,OKC
13,Houston,212.5,2012-12-29,238,HOU
14,Phoenix,194.5,2012-12-29,238,PHX
15,Minnesota,194.5,2012-12-29,238,MIN
16,Miami,199.5,2012-12-29,238,MIA
17,Milwaukee,199.5,2012-12-29,238,MIL
18,Philadelphia,190.0,2012-12-29,238,PHI
19,Portland,190.0,2012-12-29,238,POR
20,Boston,194.0,2012-12-29,238,BOS
21,Golden State,194.0,2012-12-29,238,GSW
0,New York,184.0,2013-01-10,238,NYK
1,Indiana,184.0,2013-01-10,238,IND
2,Dallas,205.5,2013-01-10,238,DAL
3,Sacramento,205.5,2013-01-10,238,SAC
4,Miami,194.5,2013-01-10,238,MIA
5,Portland,194.5,2013-01-10,238,POR
0,Charlotte,195.0,2013-01-11,238,CHA
1,Toronto,195.0,2013-01-11,238,TOR
2,Houston,201.0,2013-01-11,238,HOU
3,Boston,201.0,2013-01-11,238,BOS
4,Phoenix,194.0,2013-01-11,238,PHX
5,Brooklyn,194.0,2013-01-11,238,BKN
6,Utah,193.5,2013-01-11,238,UTA
7,Atlanta,193.5,2013-01-11,238,ATL
8,Chicago,194.0,2013-01-11,238,CHI
9,New York,194.0,2013-01-11,238,NYK
10,San Antonio,187.5,2013-01-11,238,SAS
11,Memphis,187.5,2013-01-11,238,MEM
12,Minnesota,182.5,2013-01-11,238,MIN
13,New Orleans,182.5,2013-01-11,238,NOP
14,Detroit,197.0,2013-01-11,238,DET
15,Milwaukee,197.0,2013-01-11,238,MIL
16,Cleveland,205.5,2013-01-11,238,CLE
17,Denver,205.5,2013-01-11,238,DEN
18,Oklahoma City,217.0,2013-01-11,238,OKC
19,L.A. Lakers,217.0,2013-01-11,238,LAL
20,Portland,199.5,2013-01-11,238,POR
21,Golden State,199.5,2013-01-11,238,GSW
0,Oklahoma City,194.0,2013-01-07,238,OKC
1,Washington,194.0,2013-01-07,238,WAS
2,Boston,191.5,2013-01-07,238,BOS
3,New York,191.5,2013-01-07,238,NYK
4,Cleveland,186.0,2013-01-07,238,CLE
5,Chicago,186.0,2013-01-07,238,CHI
6,San Antonio,193.5,2013-01-07,238,SAS
7,New Orleans,193.5,2013-01-07,238,NOP
8,Dallas,199.0,2013-01-07,238,DAL
9,Utah,199.0,2013-01-07,238,UTA
10,Memphis,188.0,2013-01-07,238,MEM
11,Sacramento,188.0,2013-01-07,238,SAC
12,Orlando,193.0,2013-01-07,238,ORL
13,Portland,193.0,2013-01-07,238,POR
0,Philadelphia,189.0,2013-01-09,238,PHI
1,Toronto,189.0,2013-01-09,238,TOR
2,Utah,199.0,2013-01-09,238,UTA
3,Charlotte,199.0,2013-01-09,238,CHA
4,Atlanta,193.0,2013-01-09,238,ATL
5,Cleveland,193.0,2013-01-09,238,CLE
6,Phoenix,192.0,2013-01-09,238,PHX
7,Boston,192.0,2013-01-09,238,BOS
8,Milwaukee,190.0,2013-01-09,238,MIL
9,Chicago,190.0,2013-01-09,238,CHI
10,Houston,200.5,2013-01-09,238,HOU
11,New Orleans,200.5,2013-01-09,238,NOP
12,L.A. Lakers,214.0,2013-01-09,238,LAL
13,San Antonio,214.0,2013-01-09,238,SAS
14,Minnesota,202.0,2013-01-09,238,MIN
15,Oklahoma City,202.0,2013-01-09,238,OKC
16,Orlando,204.0,2013-01-09,238,ORL
17,Denver,204.0,2013-01-09,238,DEN
18,Dallas,201.5,2013-01-09,238,DAL
19,L.A. Clippers,201.5,2013-01-09,238,LAC
20,Memphis,191.5,2013-01-09,238,MEM
21,Golden State,191.5,2013-01-09,238,GSW
0,Brooklyn,187.0,2013-01-08,238,BKN
1,Philadelphia,187.0,2013-01-08,238,PHI
2,Miami,187.0,2013-01-08,238,MIA
3,Indiana,187.0,2013-01-08,238,IND
4,Phoenix,201.0,2013-01-08,238,PHX
5,Milwaukee,201.0,2013-01-08,238,MIL
6,L.A. Lakers,223.0,2013-01-08,238,LAL
7,Houston,223.0,2013-01-08,238,HOU
8,Atlanta,188.5,2013-01-08,238,ATL
9,Minnesota,188.5,2013-01-08,238,MIN
0,Portland,192.0,2013-01-02,238,POR
1,Toronto,192.0,2013-01-02,238,TOR
2,Chicago,185.0,2013-01-02,238,CHI
3,Orlando,185.0,2013-01-02,238,ORL
4,Sacramento,199.5,2013-01-02,238,SAC
5,Cleveland,199.5,2013-01-02,238,CLE
6,Washington,181.0,2013-01-02,238,WAS
7,Indiana,181.0,2013-01-02,238,IND
8,Memphis,180.0,2013-01-02,238,MEM
9,Boston,180.0,2013-01-02,238,BOS
10,Dallas,205.0,2013-01-02,238,DAL
11,Miami,205.0,2013-01-02,238,MIA
12,San Antonio,204.0,2013-01-02,238,SAS
13,Milwaukee,204.0,2013-01-02,238,MIL
14,New Orleans,202.5,2013-01-02,238,NOP
15,Houston,202.5,2013-01-02,238,HOU
16,Brooklyn,196.5,2013-01-02,238,BKN
17,Oklahoma City,196.5,2013-01-02,238,OKC
18,Minnesota,196.0,2013-01-02,238,MIN
19,Utah,196.0,2013-01-02,238,UTA
20,Philadelphia,195.0,2013-01-02,238,PHI
21,Phoenix,195.0,2013-01-02,238,PHX
22,L.A. Clippers,201.5,2013-01-02,238,LAC
23,Golden State,201.5,2013-01-02,238,GSW
0,Oklahoma City,195.5,2013-01-06,238,OKC
1,Toronto,195.5,2013-01-06,238,TOR
2,Washington,191.5,2013-01-06,238,WAS
3,Miami,191.5,2013-01-06,238,MIA
4,Charlotte,193.5,2013-01-06,238,CHA
5,Detroit,193.5,2013-01-06,238,DET
6,Memphis,184.5,2013-01-06,238,MEM
7,Phoenix,184.5,2013-01-06,238,PHX
8,Denver,214.0,2013-01-06,238,DEN
9,L.A. Lakers,214.0,2013-01-06,238,LAL
0,Orlando,198.5,2013-01-12,238,ORL
1,L.A. Clippers,198.5,2013-01-12,238,LAC
2,Atlanta,189.5,2013-01-12,238,ATL
3,Washington,189.5,2013-01-12,238,WAS
4,Charlotte,184.5,2013-01-12,238,CHA
5,Indiana,184.5,2013-01-12,238,IND
6,Houston,204.0,2013-01-12,238,HOU
7,Philadelphia,204.0,2013-01-12,238,PHI
8,Utah,192.5,2013-01-12,238,UTA
9,Detroit,192.5,2013-01-12,238,DET
10,Phoenix,189.0,2013-01-12,238,PHX
11,Chicago,189.0,2013-01-12,238,CHI
12,Memphis,186.5,2013-01-12,238,MEM
13,Dallas,186.5,2013-01-12,238,DAL
14,Miami,203.5,2013-01-12,238,MIA
15,Sacramento,203.5,2013-01-12,238,SAC
0,New Orleans,183.5,2013-01-15,238,NOP
1,Philadelphia,183.5,2013-01-15,238,PHI
2,Indiana,185.5,2013-01-15,238,IND
3,Charlotte,185.5,2013-01-15,238,CHA
4,Toronto,189.5,2013-01-15,238,TOR
5,Brooklyn,189.5,2013-01-15,238,BKN
6,L.A. Clippers,206.5,2013-01-15,238,LAC
7,Houston,206.5,2013-01-15,238,HOU
8,Portland,202.0,2013-01-15,238,POR
9,Denver,202.0,2013-01-15,238,DEN
10,Milwaukee,212.0,2013-01-15,238,MIL
11,L.A. Lakers,212.0,2013-01-15,238,LAL
0,New Orleans,190.0,2013-01-13,238,NOP
1,New York,190.0,2013-01-13,238,NYK
2,Milwaukee,192.5,2013-01-13,238,MIL
3,Toronto,192.5,2013-01-13,238,TOR
4,Indiana,181.0,2013-01-13,238,IND
5,Brooklyn,181.0,2013-01-13,238,BKN
6,Minnesota,199.0,2013-01-13,238,MIN
7,San Antonio,199.0,2013-01-13,238,SAS
8,Golden State,208.0,2013-01-13,238,GSW
9,Denver,208.0,2013-01-13,238,DEN
10,Oklahoma City,202.0,2013-01-13,238,OKC
11,Portland,202.0,2013-01-13,238,POR
12,Cleveland,209.0,2013-01-13,238,CLE
13,L.A. Lakers,209.0,2013-01-13,238,LAL
0,Orlando,191.5,2013-01-14,238,ORL
1,Washington,191.5,2013-01-14,238,WAS
2,Charlotte,192.0,2013-01-14,238,CHA
3,Boston,192.0,2013-01-14,238,BOS
4,Atlanta,183.0,2013-01-14,238,ATL
5,Chicago,183.0,2013-01-14,238,CHI
6,L.A. Clippers,180.0,2013-01-14,238,LAC
7,Memphis,180.0,2013-01-14,238,MEM
8,Minnesota,195.0,2013-01-14,238,MIN
9,Dallas,195.0,2013-01-14,238,DAL
10,Miami,198.0,2013-01-14,238,MIA
11,Utah,198.0,2013-01-14,238,UTA
12,Oklahoma City,199.0,2013-01-14,238,OKC
13,Phoenix,199.0,2013-01-14,238,PHX
14,Cleveland,205.5,2013-01-14,238,CLE
15,Sacramento,205.5,2013-01-14,238,SAC
0,Chicago,181.5,2013-01-18,238,CHI
1,Boston,181.5,2013-01-18,238,BOS
2,Toronto,190.0,2013-01-18,238,TOR
3,Philadelphia,190.0,2013-01-18,238,PHI
4,Charlotte,196.5,2013-01-18,238,CHA
5,Orlando,196.5,2013-01-18,238,ORL
6,Houston,195.0,2013-01-18,238,HOU
7,Indiana,195.0,2013-01-18,238,IND
8,Atlanta,190.5,2013-01-18,238,ATL
9,Brooklyn,190.5,2013-01-18,238,BKN
10,Sacramento,190.0,2013-01-18,238,SAC
11,Memphis,190.0,2013-01-18,238,MEM
12,Golden State,201.5,2013-01-18,238,GSW
13,San Antonio,201.5,2013-01-18,238,SAS
14,Washington,203.5,2013-01-18,238,WAS
15,Denver,203.5,2013-01-18,238,DEN
16,Oklahoma City,206.0,2013-01-18,238,OKC
17,Dallas,206.0,2013-01-18,238,DAL
0,Chicago,182.5,2013-01-16,238,CHI
1,Toronto,182.5,2013-01-16,238,TOR
2,Indiana,186.5,2013-01-16,238,IND
3,Orlando,186.5,2013-01-16,238,ORL
4,Brooklyn,187.5,2013-01-16,238,BKN
5,Atlanta,187.5,2013-01-16,238,ATL
6,New Orleans,181.5,2013-01-16,238,NOP
7,Boston,181.5,2013-01-16,238,BOS
8,Denver,208.5,2013-01-16,238,DEN
9,Oklahoma City,208.5,2013-01-16,238,OKC
10,Houston,213.0,2013-01-16,238,HOU
11,Dallas,213.0,2013-01-16,238,DAL
12,Memphis,186.5,2013-01-16,238,MEM
13,San Antonio,186.5,2013-01-16,238,SAS
14,Washington,207.5,2013-01-16,238,WAS
15,Sacramento,207.5,2013-01-16,238,SAC
16,Cleveland,197.5,2013-01-16,238,CLE
17,Portland,197.5,2013-01-16,238,POR
18,Miami,200.5,2013-01-16,238,MIA
19,Golden State,200.5,2013-01-16,238,GSW
0,L.A. Lakers,201.0,2013-01-20,238,LAL
1,Toronto,201.0,2013-01-20,238,TOR
2,Dallas,201.5,2013-01-20,238,DAL
3,Orlando,201.5,2013-01-20,238,ORL
4,Boston,184.0,2013-01-20,238,BOS
5,Detroit,184.0,2013-01-20,238,DET
6,Oklahoma City,208.5,2013-01-20,238,OKC
7,Denver,208.5,2013-01-20,238,DEN
0,Boston,190.5,2013-01-22,238,BOS
1,Cleveland,190.5,2013-01-22,238,CLE
2,Orlando,195.0,2013-01-22,238,ORL
3,Detroit,195.0,2013-01-22,238,DET
4,Philadelphia,196.0,2013-01-22,238,PHI
5,Milwaukee,196.0,2013-01-22,238,MIL
6,Oklahoma City,200.5,2013-01-22,238,OKC
7,L.A. Clippers,200.5,2013-01-22,238,LAC
0,Indiana,170.5,2013-01-21,238,IND
1,Memphis,170.5,2013-01-21,238,MEM
2,Sacramento,194.0,2013-01-21,238,SAC
3,New Orleans,194.0,2013-01-21,238,NOP
4,Houston,209.0,2013-01-21,238,HOU
5,Charlotte,209.0,2013-01-21,238,CHA
6,Minnesota,184.5,2013-01-21,238,MIN
7,Atlanta,184.5,2013-01-21,238,ATL
8,Brooklyn,193.0,2013-01-21,238,BKN
9,New York,193.0,2013-01-21,238,NYK
10,L.A. Clippers,197.5,2013-01-21,238,LAC
11,Golden State,197.5,2013-01-21,238,GSW
12,San Antonio,194.0,2013-01-21,238,SAS
13,Philadelphia,194.0,2013-01-21,238,PHI
14,L.A. Lakers,194.5,2013-01-21,238,LAL
15,Chicago,194.5,2013-01-21,238,CHI
16,Washington,195.5,2013-01-21,238,WAS
17,Portland,195.5,2013-01-21,238,POR
0,Toronto,198.0,2013-01-24,238,TOR
1,Orlando,198.0,2013-01-24,238,ORL
2,New York,189.5,2013-01-24,238,NYK
3,Boston,189.5,2013-01-24,238,BOS
4,L.A. Clippers,191.0,2013-01-24,238,LAC
5,Phoenix,191.0,2013-01-24,238,PHX
0,Atlanta,191.0,2013-01-23,238,ATL
1,Charlotte,191.0,2013-01-23,238,CHA
2,Toronto,194.5,2013-01-23,238,TOR
3,Miami,194.5,2013-01-23,238,MIA
4,Detroit,181.5,2013-01-23,238,DET
5,Chicago,181.5,2013-01-23,238,CHI
6,L.A. Lakers,188.0,2013-01-23,238,LAL
7,Memphis,188.0,2013-01-23,238,MEM
8,Denver,218.0,2013-01-23,238,DEN
9,Houston,218.0,2013-01-23,238,HOU
10,Brooklyn,185.0,2013-01-23,238,BKN
11,Minnesota,185.0,2013-01-23,238,MIN
12,New Orleans,195.5,2013-01-23,238,NOP
13,San Antonio,195.5,2013-01-23,238,SAS
14,Washington,195.5,2013-01-23,238,WAS
15,Utah,195.5,2013-01-23,238,UTA
16,Phoenix,202.0,2013-01-23,238,PHX
17,Sacramento,202.0,2013-01-23,238,SAC
18,Indiana,181.0,2013-01-23,238,IND
19,Portland,181.0,2013-01-23,238,POR
20,Oklahoma City,208.0,2013-01-23,238,OKC
21,Golden State,208.0,2013-01-23,238,GSW
0,Sacramento,203.5,2013-01-19,238,SAC
1,Charlotte,203.5,2013-01-19,238,CHA
2,San Antonio,194.0,2013-01-19,238,SAS
3,Atlanta,194.0,2013-01-19,238,ATL
4,Memphis,174.5,2013-01-19,238,MEM
5,Chicago,174.5,2013-01-19,238,CHI
6,Golden State,188.0,2013-01-19,238,GSW
7,New Orleans,188.0,2013-01-19,238,NOP
8,Houston,202.5,2013-01-19,238,HOU
9,Minnesota,202.5,2013-01-19,238,MIN
10,Cleveland,199.0,2013-01-19,238,CLE
11,Utah,199.0,2013-01-19,238,UTA
12,Milwaukee,196.0,2013-01-19,238,MIL
13,Portland,196.0,2013-01-19,238,POR
14,Washington,194.0,2013-01-19,238,WAS
15,L.A. Clippers,194.0,2013-01-19,238,LAC
0,Golden State,200.5,2013-01-28,238,GSW
1,Toronto,200.5,2013-01-28,238,TOR
2,Memphis,177.5,2013-01-28,238,MEM
3,Philadelphia,177.5,2013-01-28,238,PHI
4,Sacramento,203.5,2013-01-28,238,SAC
