,team,total,date,source,abrv
5,Washington,203.5,2013-01-28,238,WAS
6,Orlando,196.0,2013-01-28,238,ORL
7,Brooklyn,196.0,2013-01-28,238,BKN
8,Charlotte,185.0,2013-01-28,238,CHA
9,Chicago,185.0,2013-01-28,238,CHI
10,Indiana,193.0,2013-01-28,238,IND
11,Denver,193.0,2013-01-28,238,DEN
12,Houston,207.5,2013-01-28,238,HOU
13,Utah,207.5,2013-01-28,238,UTA
0,Golden State,200.0,2013-01-29,238,GSW
1,Cleveland,200.0,2013-01-29,238,CLE
2,Milwaukee,199.0,2013-01-29,238,MIL
3,Detroit,199.0,2013-01-29,238,DET
4,Dallas,201.5,2013-01-29,238,DAL
5,Portland,201.5,2013-01-29,238,POR
6,New Orleans,196.0,2013-01-29,238,NOP
7,L.A. Lakers,196.0,2013-01-29,238,LAL
0,Cleveland,200.5,2013-01-26,238,CLE
1,Toronto,200.5,2013-01-26,238,TOR
2,New York,192.0,2013-01-26,238,NYK
3,Philadelphia,192.0,2013-01-26,238,PHI
4,Chicago,184.0,2013-01-26,238,CHI
5,Washington,184.0,2013-01-26,238,WAS
6,Minnesota,193.5,2013-01-26,238,MIN
7,Charlotte,193.5,2013-01-26,238,CHA
8,Brooklyn,200.5,2013-01-26,238,BKN
9,Houston,200.5,2013-01-26,238,HOU
10,Golden State,209.0,2013-01-26,238,GSW
11,Milwaukee,209.0,2013-01-26,238,MIL
12,Phoenix,200.5,2013-01-26,238,PHX
13,San Antonio,200.5,2013-01-26,238,SAS
14,Sacramento,213.5,2013-01-26,238,SAC
15,Denver,213.5,2013-01-26,238,DEN
16,Indiana,183.0,2013-01-26,238,IND
17,Utah,183.0,2013-01-26,238,UTA
18,L.A. Clippers,190.5,2013-01-26,238,LAC
19,Portland,190.5,2013-01-26,238,POR
0,Memphis,190.0,2013-01-31,238,MEM
1,Oklahoma City,190.0,2013-01-31,238,OKC
2,Dallas,203.0,2013-01-31,238,DAL
3,Golden State,203.0,2013-01-31,238,GSW
0,New York,197.5,2013-01-17,238,NYK
1,Detroit,197.5,2013-01-17,238,DET
2,L.A. Clippers,193.5,2013-01-17,238,LAC
3,Minnesota,193.5,2013-01-17,238,MIN
4,Milwaukee,197.0,2013-01-17,238,MIL
5,Phoenix,197.0,2013-01-17,238,PHX
6,Miami,207.0,2013-01-17,238,MIA
7,L.A. Lakers,207.0,2013-01-17,238,LAL
0,L.A. Clippers,193.5,2013-02-01,238,LAC
1,Toronto,193.5,2013-02-01,238,TOR
2,Miami,185.0,2013-02-01,238,MIA
3,Indiana,185.0,2013-02-01,238,IND
4,Cleveland,199.5,2013-02-01,238,CLE
5,Detroit,199.5,2013-02-01,238,DET
6,Orlando,191.0,2013-02-01,238,ORL
7,Boston,191.0,2013-02-01,238,BOS
8,Chicago,180.5,2013-02-01,238,CHI
9,Brooklyn,180.5,2013-02-01,238,BKN
10,Milwaukee,206.0,2013-02-01,238,MIL
11,New York,206.0,2013-02-01,238,NYK
12,Sacramento,198.5,2013-02-01,238,SAC
13,Philadelphia,198.5,2013-02-01,238,PHI
14,Washington,180.0,2013-02-01,238,WAS
15,Memphis,180.0,2013-02-01,238,MEM
16,New Orleans,204.5,2013-02-01,238,NOP
17,Denver,204.5,2013-02-01,238,DEN
18,Portland,194.5,2013-02-01,238,POR
19,Utah,194.5,2013-02-01,238,UTA
20,Dallas,201.0,2013-02-01,238,DAL
21,Phoenix,201.0,2013-02-01,238,PHX
22,L.A. Lakers,200.5,2013-02-01,238,LAL
23,Minnesota,200.5,2013-02-01,238,MIN
0,L.A. Clippers,183.0,2013-02-03,238,LAC
1,Boston,183.0,2013-02-03,238,BOS
2,L.A. Lakers,202.5,2013-02-03,238,LAL
3,Detroit,202.5,2013-02-03,238,DET
4,Miami,194.5,2013-02-03,238,MIA
5,Toronto,194.5,2013-02-03,238,TOR
0,Minnesota,187.5,2013-01-25,238,MIN
1,Washington,187.5,2013-01-25,238,WAS
2,Boston,185.0,2013-01-25,238,BOS
3,Atlanta,185.0,2013-01-25,238,ATL
4,Detroit,192.5,2013-01-25,238,DET
5,Miami,192.5,2013-01-25,238,MIA
6,Milwaukee,202.0,2013-01-25,238,MIL
7,Cleveland,202.0,2013-01-25,238,CLE
8,San Antonio,204.5,2013-01-25,238,SAS
9,Dallas,204.5,2013-01-25,238,DAL
10,Golden State,189.0,2013-01-25,238,GSW
11,Chicago,189.0,2013-01-25,238,CHI
12,Brooklyn,177.0,2013-01-25,238,BKN
13,Memphis,177.0,2013-01-25,238,MEM
14,Houston,200.0,2013-01-25,238,HOU
15,New Orleans,200.0,2013-01-25,238,NOP
16,Oklahoma City,210.0,2013-01-25,238,OKC
17,Sacramento,210.0,2013-01-25,238,SAC
18,Utah,205.0,2013-01-25,238,UTA
19,L.A. Lakers,205.0,2013-01-25,238,LAL
0,Miami,188.5,2013-01-27,238,MIA
1,Boston,188.5,2013-01-27,238,BOS
2,Oklahoma City,208.0,2013-01-27,238,OKC
3,L.A. Lakers,208.0,2013-01-27,238,LAL
4,Detroit,194.5,2013-01-27,238,DET
5,Orlando,194.5,2013-01-27,238,ORL
6,New Orleans,178.0,2013-01-27,238,NOP
7,Memphis,178.0,2013-01-27,238,MEM
8,Atlanta,193.5,2013-01-27,238,ATL
9,New York,193.5,2013-01-27,238,NYK
10,Phoenix,202.5,2013-01-27,238,PHX
11,Dallas,202.5,2013-01-27,238,DAL
12,Portland,192.0,2013-01-27,238,POR
13,L.A. Clippers,192.0,2013-01-27,238,LAC
0,Atlanta,184.0,2013-02-05,238,ATL
1,Indiana,184.0,2013-02-05,238,IND
2,L.A. Lakers,198.5,2013-02-05,238,LAL
3,Brooklyn,198.5,2013-02-05,238,BKN
4,Phoenix,184.0,2013-02-05,238,PHX
5,Memphis,184.0,2013-02-05,238,MEM
6,Golden State,217.0,2013-02-05,238,GSW
7,Houston,217.0,2013-02-05,238,HOU
8,Milwaukee,213.0,2013-02-05,238,MIL
9,Denver,213.0,2013-02-05,238,DEN
0,Orlando,187.0,2013-02-04,238,ORL
1,Philadelphia,187.0,2013-02-04,238,PHI
2,L.A. Clippers,187.0,2013-02-04,238,LAC
3,Washington,187.0,2013-02-04,238,WAS
4,Chicago,175.5,2013-02-04,238,CHI
5,Indiana,175.5,2013-02-04,238,IND
6,Charlotte,198.0,2013-02-04,238,CHA
7,Miami,198.0,2013-02-04,238,MIA
8,Detroit,200.5,2013-02-04,238,DET
9,New York,200.5,2013-02-04,238,NYK
10,Dallas,210.0,2013-02-04,238,DAL
11,Oklahoma City,210.0,2013-02-04,238,OKC
12,Portland,192.5,2013-02-04,238,POR
13,Minnesota,192.5,2013-02-04,238,MIN
14,Sacramento,198.5,2013-02-04,238,SAC
15,Utah,198.5,2013-02-04,238,UTA
0,Washington,189.5,2013-01-30,238,WAS
1,Philadelphia,189.5,2013-01-30,238,PHI
2,Detroit,181.5,2013-01-30,238,DET
3,Indiana,181.5,2013-01-30,238,IND
4,Sacramento,194.0,2013-01-30,238,SAC
5,Boston,194.0,2013-01-30,238,BOS
6,Orlando,196.0,2013-01-30,238,ORL
7,New York,196.0,2013-01-30,238,NYK
8,Toronto,196.0,2013-01-30,238,TOR
9,Atlanta,196.0,2013-01-30,238,ATL
10,Miami,192.0,2013-01-30,238,MIA
11,Brooklyn,192.0,2013-01-30,238,BKN
12,Chicago,190.0,2013-01-30,238,CHI
13,Milwaukee,190.0,2013-01-30,238,MIL
14,L.A. Clippers,189.0,2013-01-30,238,LAC
15,Minnesota,189.0,2013-01-30,238,MIN
16,Charlotte,204.5,2013-01-30,238,CHA
17,San Antonio,204.5,2013-01-30,238,SAS
18,Houston,217.0,2013-01-30,238,HOU
19,Denver,217.0,2013-01-30,238,DEN
20,New Orleans,188.5,2013-01-30,238,NOP
21,Utah,188.5,2013-01-30,238,UTA
22,L.A. Lakers,204.0,2013-01-30,238,LAL
23,Phoenix,204.0,2013-01-30,238,PHX
0,Boston,192.5,2013-02-06,238,BOS
1,Toronto,192.5,2013-02-06,238,TOR
2,Indiana,180.0,2013-02-06,238,IND
3,Philadelphia,180.0,2013-02-06,238,PHI
4,New York,190.0,2013-02-06,238,NYK
5,Washington,190.0,2013-02-06,238,WAS
6,L.A. Clippers,183.5,2013-02-06,238,LAC
7,Orlando,183.5,2013-02-06,238,ORL
8,Charlotte,205.5,2013-02-06,238,CHA
9,Cleveland,205.5,2013-02-06,238,CLE
10,Memphis,182.0,2013-02-06,238,MEM
11,Atlanta,182.0,2013-02-06,238,ATL
12,Houston,206.5,2013-02-06,238,HOU
13,Miami,206.5,2013-02-06,238,MIA
14,Brooklyn,190.0,2013-02-06,238,BKN
15,Detroit,190.0,2013-02-06,238,DET
16,Phoenix,194.5,2013-02-06,238,PHX
17,New Orleans,194.5,2013-02-06,238,NOP
18,Golden State,213.5,2013-02-06,238,GSW
19,Oklahoma City,213.5,2013-02-06,238,OKC
20,Portland,201.0,2013-02-06,238,POR
21,Dallas,201.0,2013-02-06,238,DAL
22,San Antonio,199.0,2013-02-06,238,SAS
23,Minnesota,199.0,2013-02-06,238,MIN
24,Milwaukee,200.0,2013-02-06,238,MIL
25,Utah,200.0,2013-02-06,238,UTA
0,Chicago,181.5,2013-02-02,238,CHI
1,Atlanta,181.5,2013-02-02,238,ATL
2,Sacramento,204.0,2013-02-02,238,SAC
3,New York,204.0,2013-02-02,238,NYK
4,Oklahoma City,206.0,2013-02-02,238,OKC
5,Cleveland,206.0,2013-02-02,238,CLE
6,Charlotte,208.5,2013-02-02,238,CHA
7,Houston,208.5,2013-02-02,238,HOU
8,New Orleans,188.5,2013-02-02,238,NOP
9,Minnesota,188.5,2013-02-02,238,MIN
10,Orlando,200.0,2013-02-02,238,ORL
11,Milwaukee,200.0,2013-02-02,238,MIL
12,Washington,193.5,2013-02-02,238,WAS
13,San Antonio,193.5,2013-02-02,238,SAS
14,Utah,191.5,2013-02-02,238,UTA
15,Portland,191.5,2013-02-02,238,POR
16,Phoenix,202.5,2013-02-02,238,PHX
17,Golden State,202.5,2013-02-02,238,GSW
0,Brooklyn,188.5,2013-02-08,238,BKN
1,Washington,188.5,2013-02-08,238,WAS
2,L.A. Lakers,206.0,2013-02-08,238,LAL
3,Charlotte,206.0,2013-02-08,238,CHA
4,Toronto,190.0,2013-02-08,238,TOR
5,Indiana,190.0,2013-02-08,238,IND
6,New Orleans,193.0,2013-02-08,238,NOP
7,Atlanta,193.0,2013-02-08,238,ATL
8,San Antonio,198.0,2013-02-08,238,SAS
9,Detroit,198.0,2013-02-08,238,DET
10,Orlando,199.5,2013-02-08,238,ORL
11,Cleveland,199.5,2013-02-08,238,CLE
12,L.A. Clippers,193.0,2013-02-08,238,LAC
13,Miami,193.0,2013-02-08,238,MIA
14,Golden State,191.0,2013-02-08,238,GSW
15,Memphis,191.0,2013-02-08,238,MEM
16,Portland,210.0,2013-02-08,238,POR
17,Houston,210.0,2013-02-08,238,HOU
18,Phoenix,205.0,2013-02-08,238,PHX
19,Oklahoma City,205.0,2013-02-08,238,OKC
20,New York,196.0,2013-02-08,238,NYK
21,Minnesota,196.0,2013-02-08,238,MIN
22,Chicago,184.0,2013-02-08,238,CHI
23,Utah,184.0,2013-02-08,238,UTA
0,L.A. Clippers,192.0,2013-02-10,238,LAC
1,New York,192.0,2013-02-10,238,NYK
2,L.A. Lakers,203.5,2013-02-10,238,LAL
3,Miami,203.5,2013-02-10,238,MIA
4,Denver,206.0,2013-02-10,238,DEN
5,Boston,206.0,2013-02-10,238,BOS
6,New Orleans,192.0,2013-02-10,238,NOP
7,Toronto,192.0,2013-02-10,238,TOR
8,Portland,196.5,2013-02-10,238,POR
9,Orlando,196.5,2013-02-10,238,ORL
10,Minnesota,183.0,2013-02-10,238,MIN
11,Memphis,183.0,2013-02-10,238,MEM
12,San Antonio,195.0,2013-02-10,238,SAS
13,Brooklyn,195.0,2013-02-10,238,BKN
14,Oklahoma City,204.0,2013-02-10,238,OKC
15,Phoenix,204.0,2013-02-10,238,PHX
16,Houston,218.5,2013-02-10,238,HOU
17,Sacramento,218.5,2013-02-10,238,SAC
0,L.A. Clippers,185.0,2013-02-11,238,LAC
1,Philadelphia,185.0,2013-02-11,238,PHI
2,Boston,191.0,2013-02-11,238,BOS
3,Charlotte,191.0,2013-02-11,238,CHA
4,Minnesota,205.0,2013-02-11,238,MIN
5,Cleveland,205.0,2013-02-11,238,CLE
6,Brooklyn,181.0,2013-02-11,238,BKN
7,Indiana,181.0,2013-02-11,238,IND
8,New Orleans,193.5,2013-02-11,238,NOP
9,Detroit,193.5,2013-02-11,238,DET
10,San Antonio,187.5,2013-02-11,238,SAS
11,Chicago,187.5,2013-02-11,238,CHI
12,Washington,199.5,2013-02-11,238,WAS
13,Milwaukee,199.5,2013-02-11,238,MIL
14,Atlanta,204.0,2013-02-11,238,ATL
15,Dallas,204.0,2013-02-11,238,DAL
0,Denver,206.5,2013-02-12,238,DEN
1,Toronto,206.5,2013-02-12,238,TOR
2,Portland,198.5,2013-02-12,238,POR
3,Miami,198.5,2013-02-12,238,MIA
4,Sacramento,189.5,2013-02-12,238,SAC
5,Memphis,189.5,2013-02-12,238,MEM
6,Oklahoma City,201.0,2013-02-12,238,OKC
7,Utah,201.0,2013-02-12,238,UTA
8,Phoenix,202.0,2013-02-12,238,PHX
9,L.A. Lakers,202.0,2013-02-12,238,LAL
10,Houston,217.0,2013-02-12,238,HOU
11,Golden State,217.0,2013-02-12,238,GSW
0,Atlanta,200.0,2013-02-13,238,ATL
1,Orlando,200.0,2013-02-13,238,ORL
2,San Antonio,206.0,2013-02-13,238,SAS
3,Cleveland,206.0,2013-02-13,238,CLE
4,Charlotte,185.0,2013-02-13,238,CHA
5,Indiana,185.0,2013-02-13,238,IND
6,Chicago,181.5,2013-02-13,238,CHI
7,Boston,181.5,2013-02-13,238,BOS
8,Denver,196.0,2013-02-13,238,DEN
9,Brooklyn,196.0,2013-02-13,238,BKN
10,Toronto,197.0,2013-02-13,238,TOR
11,New York,197.0,2013-02-13,238,NYK
12,Washington,190.5,2013-02-13,238,WAS
13,Detroit,190.5,2013-02-13,238,DET
14,Philadelphia,194.0,2013-02-13,238,PHI
15,Milwaukee,194.0,2013-02-13,238,MIL
16,Portland,192.5,2013-02-13,238,POR
17,New Orleans,192.5,2013-02-13,238,NOP
18,Utah,193.5,2013-02-13,238,UTA
19,Minnesota,193.5,2013-02-13,238,MIN
20,Sacramento,212.0,2013-02-13,238,SAC
21,Dallas,212.0,2013-02-13,238,DAL
22,Houston,208.0,2013-02-13,238,HOU
23,L.A. Clippers,208.0,2013-02-13,238,LAC
0,Denver,215.5,2013-02-09,238,DEN
1,Cleveland,215.5,2013-02-09,238,CLE
2,Charlotte,186.5,2013-02-09,238,CHA
3,Philadelphia,186.5,2013-02-09,238,PHI
4,Detroit,205.5,2013-02-09,238,DET
5,Milwaukee,205.5,2013-02-09,238,MIL
6,Golden State,211.5,2013-02-09,238,GSW
7,Dallas,211.5,2013-02-09,238,DAL
8,Utah,196.5,2013-02-09,238,UTA
9,Sacramento,196.5,2013-02-09,238,SAC
0,Toronto,190.5,2013-02-19,238,TOR
1,Washington,190.5,2013-02-19,238,WAS
2,Charlotte,198.5,2013-02-19,238,CHA
3,Orlando,198.5,2013-02-19,238,ORL
4,Memphis,186.0,2013-02-19,238,MEM
5,Detroit,186.0,2013-02-19,238,DET
6,Milwaukee,193.0,2013-02-19,238,MIL
7,Brooklyn,193.0,2013-02-19,238,BKN
8,Chicago,181.5,2013-02-19,238,CHI
9,New Orleans,181.5,2013-02-19,238,NOP
10,Boston,204.0,2013-02-19,238,BOS
11,Denver,204.0,2013-02-19,238,DEN
12,Golden State,203.5,2013-02-19,238,GSW
13,Utah,203.5,2013-02-19,238,UTA
14,San Antonio,211.0,2013-02-19,238,SAS
15,Sacramento,211.0,2013-02-19,238,SAC
16,Phoenix,192.5,2013-02-19,238,PHX
17,Portland,192.5,2013-02-19,238,POR
0,Miami,186.0,2013-02-21,238,MIA
1,Chicago,186.0,2013-02-21,238,CHI
2,San Antonio,200.5,2013-02-21,238,SAS
3,L.A. Clippers,200.5,2013-02-21,238,LAC
0,L.A. Lakers,194.0,2013-02-07,238,LAL
1,Boston,194.0,2013-02-07,238,BOS
2,Chicago,196.5,2013-02-07,238,CHI
3,Denver,196.5,2013-02-07,238,DEN
0,Memphis,186.5,2013-02-20,238,MEM
1,Toronto,186.5,2013-02-20,238,TOR
2,Detroit,195.5,2013-02-20,238,DET
3,Charlotte,195.5,2013-02-20,238,CHA
4,New York,185.0,2013-02-20,238,NYK
5,Indiana,185.0,2013-02-20,238,IND
6,New Orleans,196.5,2013-02-20,238,NOP
7,Cleveland,196.5,2013-02-20,238,CLE
8,Miami,196.0,2013-02-20,238,MIA
9,Atlanta,196.0,2013-02-20,238,ATL
10,Brooklyn,194.5,2013-02-20,238,BKN
11,Milwaukee,194.5,2013-02-20,238,MIL
12,Oklahoma City,220.5,2013-02-20,238,OKC
13,Houston,220.5,2013-02-20,238,HOU
14,Philadelphia,186.0,2013-02-20,238,PHI
15,Minnesota,186.0,2013-02-20,238,MIN
16,Orlando,205.5,2013-02-20,238,ORL
17,Dallas,205.5,2013-02-20,238,DAL
18,Boston,193.5,2013-02-20,238,BOS
19,L.A. Lakers,193.5,2013-02-20,238,LAL
20,Phoenix,206.0,2013-02-20,238,PHX
21,Golden State,206.0,2013-02-20,238,GSW
0,L.A. Lakers,212.0,2013-02-24,238,LAL
1,Dallas,212.0,2013-02-24,238,DAL
2,Golden State,205.5,2013-02-24,238,GSW
3,Minnesota,205.5,2013-02-24,238,MIN
4,Cleveland,205.5,2013-02-24,238,CLE
5,Miami,205.5,2013-02-24,238,MIA
6,Sacramento,204.5,2013-02-24,238,SAC
7,New Orleans,204.5,2013-02-24,238,NOP
8,Memphis,181.5,2013-02-24,238,MEM
9,Brooklyn,181.5,2013-02-24,238,BKN
10,Philadelphia,189.0,2013-02-24,238,PHI
11,New York,189.0,2013-02-24,238,NYK
12,San Antonio,199.0,2013-02-24,238,SAS
13,Phoenix,199.0,2013-02-24,238,PHX
14,Boston,193.0,2013-02-24,238,BOS
15,Portland,193.0,2013-02-24,238,POR
16,Chicago,194.0,2013-02-24,238,CHI
17,Oklahoma City,194.0,2013-02-24,238,OKC
0,Washington,191.0,2013-02-25,238,WAS
1,Toronto,191.0,2013-02-25,238,TOR
2,Atlanta,194.5,2013-02-25,238,ATL
3,Detroit,194.5,2013-02-25,238,DET
4,Boston,188.0,2013-02-25,238,BOS
5,Utah,188.0,2013-02-25,238,UTA
6,L.A. Lakers,215.5,2013-02-25,238,LAL
7,Denver,215.5,2013-02-25,238,DEN
0,Orlando,185.5,2013-02-26,238,ORL
1,Philadelphia,185.5,2013-02-26,238,PHI
2,Golden State,196.5,2013-02-26,238,GSW
3,Indiana,196.5,2013-02-26,238,IND
4,Sacramento,209.0,2013-02-26,238,SAC
5,Miami,209.0,2013-02-26,238,MIA
6,Cleveland,185.5,2013-02-26,238,CLE
7,Chicago,185.5,2013-02-26,238,CHI
8,Brooklyn,185.0,2013-02-26,238,BKN
9,New Orleans,185.0,2013-02-26,238,NOP
10,Milwaukee,212.5,2013-02-26,238,MIL
11,Dallas,212.5,2013-02-26,238,DAL
12,Minnesota,197.0,2013-02-26,238,MIN
13,Phoenix,197.0,2013-02-26,238,PHX
14,Charlotte,196.5,2013-02-26,238,CHA
15,L.A. Clippers,196.5,2013-02-26,238,LAC
0,L.A. Clippers,192.5,2013-02-28,238,LAC
1,Indiana,192.5,2013-02-28,238,IND
2,Philadelphia,178.5,2013-02-28,238,PHI
3,Chicago,178.5,2013-02-28,238,CHI
4,Minnesota,205.5,2013-02-28,238,MIN
5,L.A. Lakers,205.5,2013-02-28,238,LAL
0,Houston,210.5,2013-02-23,238,HOU
1,Washington,210.5,2013-02-23,238,WAS
2,Denver,208.0,2013-02-23,238,DEN
3,Charlotte,208.0,2013-02-23,238,CHA
4,Cleveland,200.0,2013-02-23,238,CLE
5,Orlando,200.0,2013-02-23,238,ORL
6,Miami,185.0,2013-02-23,238,MIA
7,Philadelphia,185.0,2013-02-23,238,PHI
8,Indiana,188.0,2013-02-23,238,IND
9,Detroit,188.0,2013-02-23,238,DET
10,Atlanta,204.5,2013-02-23,238,ATL
11,Milwaukee,204.5,2013-02-23,238,MIL
12,Utah,198.0,2013-02-23,238,UTA
13,L.A. Clippers,198.0,2013-02-23,238,LAC
0,Sacramento,205.5,2013-02-27,238,SAC
1,Orlando,205.5,2013-02-27,238,ORL
2,Toronto,196.5,2013-02-27,238,TOR
3,Cleveland,196.5,2013-02-27,238,CLE
4,Detroit,192.0,2013-02-27,238,DET
5,Washington,192.0,2013-02-27,238,WAS
6,Golden State,205.0,2013-02-27,238,GSW
7,New York,205.0,2013-02-27,238,NYK
8,Dallas,188.0,2013-02-27,238,DAL
9,Memphis,188.0,2013-02-27,238,MEM
10,Milwaukee,220.0,2013-02-27,238,MIL
11,Houston,220.0,2013-02-27,238,HOU
12,New Orleans,205.0,2013-02-27,238,NOP
13,Oklahoma City,205.0,2013-02-27,238,OKC
14,Phoenix,198.5,2013-02-27,238,PHX
15,San Antonio,198.5,2013-02-27,238,SAS
16,Atlanta,197.0,2013-02-27,238,ATL
17,Utah,197.0,2013-02-27,238,UTA
18,Denver,211.5,2013-02-27,238,DEN
19,Portland,211.5,2013-02-27,238,POR
0,New York,193.0,2013-02-22,238,NYK
1,Toronto,193.0,2013-02-22,238,TOR
2,Denver,203.5,2013-02-22,238,DEN
3,Washington,203.5,2013-02-22,238,WAS
4,Chicago,185.0,2013-02-22,238,CHI
5,Charlotte,185.0,2013-02-22,238,CHA
6,Detroit,190.0,2013-02-22,238,DET
7,Indiana,190.0,2013-02-22,238,IND
8,Houston,207.0,2013-02-22,238,HOU
9,Brooklyn,207.0,2013-02-22,238,BKN
10,Sacramento,204.5,2013-02-22,238,SAC
11,Atlanta,204.5,2013-02-22,238,ATL
12,Orlando,186.0,2013-02-22,238,ORL
13,Memphis,186.0,2013-02-22,238,MEM
14,Dallas,199.5,2013-02-22,238,DAL
15,New Orleans,199.5,2013-02-22,238,NOP
16,Minnesota,204.5,2013-02-22,238,MIN
17,Oklahoma City,204.5,2013-02-22,238,OKC
18,Boston,189.5,2013-02-22,238,BOS
19,Phoenix,189.5,2013-02-22,238,PHX
20,Portland,203.5,2013-02-22,238,POR
21,L.A. Lakers,203.5,2013-02-22,238,LAL
22,San Antonio,208.0,2013-02-22,238,SAS
23,Golden State,208.0,2013-02-22,238,GSW
0,New York,204.5,2013-03-04,238,NYK
1,Cleveland,204.5,2013-03-04,238,CLE
2,Utah,200.0,2013-03-04,238,UTA
3,Milwaukee,200.0,2013-03-04,238,MIL
4,Orlando,194.5,2013-03-04,238,ORL
5,New Orleans,194.5,2013-03-04,238,NOP
6,Miami,196.0,2013-03-04,238,MIA
7,Minnesota,196.0,2013-03-04,238,MIN
8,Atlanta,212.0,2013-03-04,238,ATL
9,Denver,212.0,2013-03-04,238,DEN
10,Charlotte,196.5,2013-03-04,238,CHA
11,Portland,196.5,2013-03-04,238,POR
12,Toronto,205.5,2013-03-04,238,TOR
13,Golden State,205.5,2013-03-04,238,GSW
0,Miami,196.5,2013-03-03,238,MIA
1,New York,196.5,2013-03-03,238,NYK
2,Oklahoma City,206.0,2013-03-03,238,OKC
3,L.A. Clippers,206.0,2013-03-03,238,LAC
4,Philadelphia,186.0,2013-03-03,238,PHI
5,Washington,186.0,2013-03-03,238,WAS
6,Memphis,183.0,2013-03-03,238,MEM
7,Orlando,183.0,2013-03-03,238,ORL
8,Charlotte,208.5,2013-03-03,238,CHA
9,Sacramento,208.5,2013-03-03,238,SAC
10,Dallas,219.0,2013-03-03,238,DAL
11,Houston,219.0,2013-03-03,238,HOU
12,Detroit,198.5,2013-03-03,238,DET
13,San Antonio,198.5,2013-03-03,238,SAS
14,Chicago,178.5,2013-03-03,238,CHI
15,Indiana,178.5,2013-03-03,238,IND
16,Atlanta,206.0,2013-03-03,238,ATL
17,L.A. Lakers,206.0,2013-03-03,238,LAL
0,Indiana,186.0,2013-03-01,238,IND
1,Toronto,186.0,2013-03-01,238,TOR
2,New York,192.5,2013-03-01,238,NYK
3,Washington,192.5,2013-03-01,238,WAS
4,Houston,213.0,2013-03-01,238,HOU
5,Orlando,213.0,2013-03-01,238,ORL
6,Golden State,196.0,2013-03-01,238,GSW
7,Boston,196.0,2013-03-01,238,BOS
8,L.A. Clippers,199.5,2013-03-01,238,LAC
9,Cleveland,199.5,2013-03-01,238,CLE
10,Detroit,195.0,2013-03-01,238,DET
11,New Orleans,195.0,2013-03-01,238,NOP
12,Memphis,187.5,2013-03-01,238,MEM
13,Miami,187.5,2013-03-01,238,MIA
14,Dallas,194.5,2013-03-01,238,DAL
15,Brooklyn,194.5,2013-03-01,238,BKN
16,Sacramento,214.5,2013-03-01,238,SAC
17,San Antonio,214.5,2013-03-01,238,SAS
18,Charlotte,193.0,2013-03-01,238,CHA
19,Utah,193.0,2013-03-01,238,UTA
20,Atlanta,194.5,2013-03-01,238,ATL
21,Phoenix,194.5,2013-03-01,238,PHX
22,Oklahoma City,219.0,2013-03-01,238,OKC
23,Denver,219.0,2013-03-01,238,DEN
0,Boston,183.0,2013-03-05,238,BOS
1,Philadelphia,183.0,2013-03-05,238,PHI
2,L.A. Lakers,215.0,2013-03-05,238,LAL
3,Oklahoma City,215.0,2013-03-05,238,OKC
4,Denver,224.0,2013-03-05,238,DEN
5,Sacramento,224.0,2013-03-05,238,SAC
0,Miami,204.5,2013-02-14,238,MIA
1,Oklahoma City,204.5,2013-02-14,238,OKC
2,L.A. Clippers,201.0,2013-02-14,238,LAC
3,L.A. Lakers,201.0,2013-02-14,238,LAL
0,Oklahoma City,204.0,2013-03-07,238,OKC
1,New York,204.0,2013-03-07,238,NYK
2,L.A. Clippers,214.0,2013-03-07,238,LAC
3,Denver,214.0,2013-03-07,238,DEN
0,Golden State,197.0,2013-03-02,238,GSW
1,Philadelphia,197.0,2013-03-02,238,PHI
2,Brooklyn,177.5,2013-03-02,238,BKN
3,Chicago,177.5,2013-03-02,238,CHI
4,Toronto,199.0,2013-03-02,238,TOR
5,Milwaukee,199.0,2013-03-02,238,MIL
6,Minnesota,197.5,2013-03-02,238,MIN
7,Portland,197.5,2013-03-02,238,POR
0,Brooklyn,191.5,2013-03-09,238,BKN
1,Atlanta,191.5,2013-03-09,238,ATL
2,Utah,191.5,2013-03-09,238,UTA
3,New York,191.5,2013-03-09,238,NYK
4,Charlotte,187.5,2013-03-09,238,CHA
5,Washington,187.5,2013-03-09,238,WAS
6,New Orleans,183.0,2013-03-09,238,NOP
7,Memphis,183.0,2013-03-09,238,MEM
8,Minnesota,210.5,2013-03-09,238,MIN
9,Denver,210.5,2013-03-09,238,DEN
10,Houston,210.5,2013-03-09,238,HOU
11,Phoenix,210.5,2013-03-09,238,PHX
12,Milwaukee,210.5,2013-03-09,238,MIL
13,Golden State,210.5,2013-03-09,238,GSW
0,Oklahoma City,202.5,2013-03-08,238,OKC
1,Charlotte,202.5,2013-03-08,238,CHA
2,Indiana,188.0,2013-03-08,238,IND
3,Orlando,188.0,2013-03-08,238,ORL
4,Washington,182.0,2013-03-08,238,WAS
5,Brooklyn,182.0,2013-03-08,238,BKN
6,Dallas,200.0,2013-03-08,238,DAL
7,Detroit,200.0,2013-03-08,238,DET
8,Memphis,186.0,2013-03-08,238,MEM
9,Cleveland,186.0,2013-03-08,238,CLE
10,Atlanta,188.5,2013-03-08,238,ATL
11,Boston,188.5,2013-03-08,238,BOS
12,Philadelphia,195.0,2013-03-08,238,PHI
13,Miami,195.0,2013-03-08,238,MIA
14,Utah,185.5,2013-03-08,238,UTA
