,team,spread,date,source,abrv
8,Boston,-5.5,2008-02-24,238,BOS
9,Portland,5.5,2008-02-24,238,POR
10,Dallas,-7.5,2008-02-24,238,DAL
11,Minnesota,7.5,2008-02-24,238,MIN
12,Chicago,9.5,2008-02-24,238,CHI
13,Houston,-9.5,2008-02-24,238,HOU
0,Sacramento,-1.5,2008-02-22,238,SAC
1,Charlotte,1.5,2008-02-22,238,CHA
2,Philadelphia,7.0,2008-02-22,238,PHI
3,Orlando,-7.0,2008-02-22,238,ORL
4,Brooklyn,5.5,2008-02-22,238,BKN
5,Indiana,-5.5,2008-02-22,238,IND
6,Toronto,-5.0,2008-02-22,238,TOR
7,New York,5.0,2008-02-22,238,NYK
8,Washington,3.5,2008-02-22,238,WAS
9,Cleveland,-3.5,2008-02-22,238,CLE
10,Milwaukee,12.5,2008-02-22,238,MIL
11,Detroit,-12.5,2008-02-22,238,DET
12,Denver,-4.5,2008-02-22,238,DEN
13,Chicago,4.5,2008-02-22,238,CHI
14,Dallas,-9.0,2008-02-22,238,DAL
15,Memphis,9.0,2008-02-22,238,MEM
16,Houston,4.0,2008-02-22,238,HOU
17,New Orleans,-4.0,2008-02-22,238,NOP
18,Boston,1.0,2008-02-22,238,BOS
19,Phoenix,-1.0,2008-02-22,238,PHX
20,Utah,-6.0,2008-02-22,238,UTA
21,L.A. Clippers,6.0,2008-02-22,238,LAC
22,Atlanta,7.5,2008-02-22,238,ATL
23,Golden State,-7.5,2008-02-22,238,GSW
0,Orlando,-6.0,2008-02-26,238,ORL
1,Brooklyn,6.0,2008-02-26,238,BKN
2,Sacramento,-1.5,2008-02-26,238,SAC
3,Miami,1.5,2008-02-26,238,MIA
4,Cleveland,-1.5,2008-02-26,238,CLE
5,Milwaukee,1.5,2008-02-26,238,MIL
6,Phoenix,-11.5,2008-02-26,238,PHX
7,Memphis,11.5,2008-02-26,238,MEM
8,Utah,-7.0,2008-02-26,238,UTA
9,Minnesota,7.0,2008-02-26,238,MIN
10,Washington,11.0,2008-02-26,238,WAS
11,Houston,-11.0,2008-02-26,238,HOU
12,Portland,15.5,2008-02-26,238,POR
13,L.A. Lakers,-15.5,2008-02-26,238,LAL
0,New York,11.5,2008-03-01,238,NYK
1,Orlando,-11.5,2008-03-01,238,ORL
2,Utah,-9.5,2008-03-01,238,UTA
3,Memphis,9.5,2008-03-01,238,MEM
4,San Antonio,-6.5,2008-03-01,238,SAS
5,Milwaukee,6.5,2008-03-01,238,MIL
6,Philadelphia,9.5,2008-03-01,238,PHI
7,Phoenix,-9.5,2008-03-01,238,PHX
8,Detroit,-7.5,2008-03-01,238,DET
9,L.A. Clippers,7.5,2008-03-01,238,LAC
0,Milwaukee,3.0,2008-02-28,238,MIL
1,Brooklyn,-3.0,2008-02-28,238,BKN
2,Dallas,5.0,2008-02-28,238,DAL
3,San Antonio,-5.0,2008-02-28,238,SAS
4,Miami,14.0,2008-02-28,238,MIA
5,L.A. Lakers,-14.0,2008-02-28,238,LAL
0,Toronto,-3.0,2008-02-25,238,TOR
1,Indiana,3.0,2008-02-25,238,IND
2,Washington,11.5,2008-02-25,238,WAS
3,New Orleans,-11.5,2008-02-25,238,NOP
4,Chicago,10.0,2008-02-25,238,CHI
5,Dallas,-10.0,2008-02-25,238,DAL
6,Atlanta,12.0,2008-02-25,238,ATL
7,San Antonio,-12.0,2008-02-25,238,SAS
8,Detroit,2.0,2008-02-25,238,DET
9,Denver,-2.0,2008-02-25,238,DEN
10,Boston,-9.0,2008-02-25,238,BOS
11,L.A. Clippers,9.0,2008-02-25,238,LAC
0,Minnesota,11.5,2008-02-27,238,MIN
1,Toronto,-11.5,2008-02-27,238,TOR
2,Orlando,-1.0,2008-02-27,238,ORL
3,Philadelphia,1.0,2008-02-27,238,PHI
4,Sacramento,5.0,2008-02-27,238,SAC
5,Atlanta,-5.0,2008-02-27,238,ATL
6,Chicago,1.0,2008-02-27,238,CHI
7,Indiana,-1.0,2008-02-27,238,IND
8,Cleveland,9.5,2008-02-27,238,CLE
9,Boston,-9.5,2008-02-27,238,BOS
10,Charlotte,7.5,2008-02-27,238,CHA
11,New York,-7.5,2008-02-27,238,NYK
12,Phoenix,3.5,2008-02-27,238,PHX
13,New Orleans,-3.5,2008-02-27,238,NOP
14,Detroit,2.0,2008-02-27,238,DET
15,Utah,-2.0,2008-02-27,238,UTA
16,Portland,2.0,2008-02-27,238,POR
17,L.A. Clippers,-2.0,2008-02-27,238,LAC
0,Indiana,11.0,2008-02-29,238,IND
1,Toronto,-11.0,2008-02-29,238,TOR
2,Charlotte,18.0,2008-02-29,238,CHA
3,Boston,-18.0,2008-02-29,238,BOS
4,New York,6.5,2008-02-29,238,NYK
5,Atlanta,-6.5,2008-02-29,238,ATL
6,Minnesota,9.5,2008-02-29,238,MIN
7,Cleveland,-9.5,2008-02-29,238,CLE
8,Utah,5.0,2008-02-29,238,UTA
9,New Orleans,-5.0,2008-02-29,238,NOP
10,Washington,6.0,2008-02-29,238,WAS
11,Chicago,-6.0,2008-02-29,238,CHI
12,Memphis,13.5,2008-02-29,238,MEM
13,Houston,-13.5,2008-02-29,238,HOU
14,Sacramento,9.0,2008-02-29,238,SAC
15,Dallas,-9.0,2008-02-29,238,DAL
16,L.A. Clippers,14.0,2008-02-29,238,LAC
17,Denver,-14.0,2008-02-29,238,DEN
18,Philadelphia,5.5,2008-02-29,238,PHI
19,Golden State,-5.5,2008-02-29,238,GSW
20,L.A. Lakers,-6.0,2008-02-29,238,LAL
21,Portland,6.0,2008-02-29,238,POR
0,Chicago,4.5,2008-03-02,238,CHI
1,Cleveland,-4.5,2008-03-02,238,CLE
2,Dallas,6.5,2008-03-02,238,DAL
3,L.A. Lakers,-6.5,2008-03-02,238,LAL
4,Atlanta,11.5,2008-03-02,238,ATL
5,Boston,-11.5,2008-03-02,238,BOS
6,San Antonio,-4.5,2008-03-02,238,SAS
7,Brooklyn,4.5,2008-03-02,238,BKN
8,New Orleans,-7.5,2008-03-02,238,NOP
9,Washington,7.5,2008-03-02,238,WAS
10,Toronto,-3.5,2008-03-02,238,TOR
11,Charlotte,3.5,2008-03-02,238,CHA
12,Milwaukee,6.0,2008-03-02,238,MIL
13,Indiana,-6.0,2008-03-02,238,IND
14,Denver,5.0,2008-03-02,238,DEN
15,Houston,-5.0,2008-03-02,238,HOU
16,Portland,6.5,2008-03-02,238,POR
17,Golden State,-6.5,2008-03-02,238,GSW
18,Miami,6.5,2008-03-02,238,MIA
19,Sacramento,-6.5,2008-03-02,238,SAC
0,Golden State,2.0,2008-03-04,238,GSW
1,Atlanta,-2.0,2008-03-04,238,ATL
2,Toronto,9.5,2008-03-04,238,TOR
3,Orlando,-9.5,2008-03-04,238,ORL
4,Charlotte,6.0,2008-03-04,238,CHA
5,Minnesota,-6.0,2008-03-04,238,MIN
6,Memphis,11.5,2008-03-04,238,MEM
7,Chicago,-11.5,2008-03-04,238,CHI
8,Brooklyn,11.0,2008-03-04,238,BKN
9,San Antonio,-11.0,2008-03-04,238,SAS
10,L.A. Lakers,-6.0,2008-03-04,238,LAL
11,Sacramento,6.0,2008-03-04,238,SAC
12,Phoenix,-2.0,2008-03-04,238,PHX
13,Portland,2.0,2008-03-04,238,POR
0,New Orleans,-7.0,2008-03-03,238,NOP
1,New York,7.0,2008-03-03,238,NYK
2,Dallas,5.5,2008-03-03,238,DAL
3,Utah,-5.5,2008-03-03,238,UTA
4,Philadelphia,-4.0,2008-03-03,238,PHI
5,L.A. Clippers,4.0,2008-03-03,238,LAC
0,Cleveland,4.5,2008-03-06,238,CLE
1,Chicago,-4.5,2008-03-06,238,CHI
2,Indiana,13.0,2008-03-06,238,IND
3,San Antonio,-13.0,2008-03-06,238,SAS
4,Houston,1.5,2008-03-06,238,HOU
5,Dallas,-1.5,2008-03-06,238,DAL
0,Orlando,-2.5,2008-03-05,238,ORL
1,Washington,2.5,2008-03-05,238,WAS
2,Golden State,-5.0,2008-03-05,238,GSW
3,Charlotte,5.0,2008-03-05,238,CHA
4,Detroit,4.0,2008-03-05,238,DET
5,Boston,-4.0,2008-03-05,238,BOS
6,Cleveland,-4.5,2008-03-05,238,CLE
7,New York,4.5,2008-03-05,238,NYK
8,Toronto,2.5,2008-03-05,238,TOR
9,Miami,-2.5,2008-03-05,238,MIA
10,Brooklyn,-2.5,2008-03-05,238,BKN
11,Memphis,2.5,2008-03-05,238,MEM
12,Atlanta,8.5,2008-03-05,238,ATL
13,New Orleans,-8.5,2008-03-05,238,NOP
14,Indiana,10.0,2008-03-05,238,IND
15,Houston,-10.0,2008-03-05,238,HOU
16,Phoenix,7.0,2008-03-05,238,PHX
17,Denver,-7.0,2008-03-05,238,DEN
18,Minnesota,14.5,2008-03-05,238,MIN
19,Utah,-14.5,2008-03-05,238,UTA
20,Sacramento,-3.5,2008-03-05,238,SAC
21,L.A. Clippers,3.5,2008-03-05,238,LAC
0,Boston,-6.0,2008-03-10,238,BOS
1,Philadelphia,6.0,2008-03-10,238,PHI
2,Atlanta,10.0,2008-03-10,238,ATL
3,Orlando,-10.0,2008-03-10,238,ORL
4,Portland,5.5,2008-03-10,238,POR
5,Cleveland,-5.5,2008-03-10,238,CLE
6,L.A. Clippers,-2.0,2008-03-10,238,LAC
7,Miami,2.0,2008-03-10,238,MIA
8,Brooklyn,11.0,2008-03-10,238,BKN
9,Houston,-11.0,2008-03-10,238,HOU
10,New York,13.5,2008-03-10,238,NYK
11,Dallas,-13.5,2008-03-10,238,DAL
12,Denver,7.5,2008-03-10,238,DEN
13,San Antonio,-7.5,2008-03-10,238,SAS
0,Washington,6.0,2008-03-07,238,WAS
1,Toronto,-6.0,2008-03-07,238,TOR
2,Atlanta,-1.0,2008-03-07,238,ATL
3,Charlotte,1.0,2008-03-07,238,CHA
4,Detroit,-10.0,2008-03-07,238,DET
5,New York,10.0,2008-03-07,238,NYK
6,Golden State,-8.0,2008-03-07,238,GSW
7,Miami,8.0,2008-03-07,238,MIA
8,Chicago,11.5,2008-03-07,238,CHI
9,Boston,-11.5,2008-03-07,238,BOS
10,Brooklyn,9.0,2008-03-07,238,BKN
11,New Orleans,-9.0,2008-03-07,238,NOP
12,Portland,-1.0,2008-03-07,238,POR
13,Milwaukee,1.0,2008-03-07,238,MIL
14,Utah,5.5,2008-03-07,238,UTA
15,Phoenix,-5.5,2008-03-07,238,PHX
16,Minnesota,8.0,2008-03-07,238,MIN
17,Sacramento,-8.0,2008-03-07,238,SAC
18,San Antonio,2.5,2008-03-07,238,SAS
19,Denver,-2.5,2008-03-07,238,DEN
20,L.A. Clippers,15.0,2008-03-07,238,LAC
21,L.A. Lakers,-15.0,2008-03-07,238,LAL
0,Indiana,7.0,2008-03-08,238,IND
1,Cleveland,-7.0,2008-03-08,238,CLE
2,Charlotte,5.0,2008-03-08,238,CHA
3,Washington,-5.0,2008-03-08,238,WAS
4,Miami,8.5,2008-03-08,238,MIA
5,Atlanta,-8.5,2008-03-08,238,ATL
6,Golden State,6.0,2008-03-08,238,GSW
7,Orlando,-6.0,2008-03-08,238,ORL
8,Portland,-4.0,2008-03-08,238,POR
9,New York,4.0,2008-03-08,238,NYK
10,Boston,-11.0,2008-03-08,238,BOS
11,Memphis,11.0,2008-03-08,238,MEM
12,New Orleans,6.0,2008-03-08,238,NOP
13,Houston,-6.0,2008-03-08,238,HOU
14,Brooklyn,14.0,2008-03-08,238,BKN
15,Dallas,-14.0,2008-03-08,238,DAL
16,Denver,5.5,2008-03-08,238,DEN
17,Utah,-5.5,2008-03-08,238,UTA
18,Minnesota,4.0,2008-03-08,238,MIN
19,L.A. Clippers,-4.0,2008-03-08,238,LAC
0,Philadelphia,-3.0,2008-03-09,238,PHI
1,Milwaukee,3.0,2008-03-09,238,MIL
2,San Antonio,-1.5,2008-03-09,238,SAS
3,Phoenix,1.5,2008-03-09,238,PHX
4,Chicago,9.0,2008-03-09,238,CHI
5,Detroit,-9.0,2008-03-09,238,DET
6,Sacramento,13.5,2008-03-09,238,SAC
7,L.A. Lakers,-13.5,2008-03-09,238,LAL
0,Houston,-4.5,2008-03-12,238,HOU
1,Atlanta,4.5,2008-03-12,238,ATL
2,L.A. Clippers,15.0,2008-03-12,238,LAC
3,Orlando,-15.0,2008-03-12,238,ORL
4,Cleveland,-4.0,2008-03-12,238,CLE
5,Brooklyn,4.0,2008-03-12,238,BKN
6,New York,-3.5,2008-03-12,238,NYK
7,Miami,3.5,2008-03-12,238,MIA
8,Philadelphia,8.0,2008-03-12,238,PHI
9,Detroit,-8.0,2008-03-12,238,DET
10,Utah,-8.0,2008-03-12,238,UTA
11,Milwaukee,8.0,2008-03-12,238,MIL
12,San Antonio,-1.0,2008-03-12,238,SAS
13,New Orleans,1.0,2008-03-12,238,NOP
14,Charlotte,11.0,2008-03-12,238,CHA
15,Dallas,-11.0,2008-03-12,238,DAL
16,Memphis,16.5,2008-03-12,238,MEM
17,Denver,-16.5,2008-03-12,238,DEN
18,Toronto,10.0,2008-03-12,238,TOR
19,Golden State,-10.0,2008-03-12,238,GSW
0,Milwaukee,6.5,2008-03-11,238,MIL
1,Washington,-6.5,2008-03-11,238,WAS
2,Portland,-2.5,2008-03-11,238,POR
3,Minnesota,2.5,2008-03-11,238,MIN
4,Utah,-4.0,2008-03-11,238,UTA
5,Chicago,4.0,2008-03-11,238,CHI
6,Memphis,13.5,2008-03-11,238,MEM
7,Phoenix,-13.5,2008-03-11,238,PHX
8,Toronto,13.0,2008-03-11,238,TOR
9,L.A. Lakers,-13.0,2008-03-11,238,LAL
0,Cleveland,3.5,2008-03-13,238,CLE
1,Washington,-3.5,2008-03-13,238,WAS
2,Portland,3.5,2008-03-13,238,POR
3,Sacramento,-3.5,2008-03-13,238,SAC
4,Golden State,7.5,2008-03-13,238,GSW
5,Phoenix,-7.5,2008-03-13,238,PHX
0,Utah,8.0,2008-03-14,238,UTA
1,Boston,-8.0,2008-03-14,238,BOS
2,L.A. Clippers,10.0,2008-03-14,238,LAC
3,Atlanta,-10.0,2008-03-14,238,ATL
4,Orlando,-13.5,2008-03-14,238,ORL
5,Miami,13.5,2008-03-14,238,MIA
6,San Antonio,3.0,2008-03-14,238,SAS
7,Detroit,-3.0,2008-03-14,238,DET
8,L.A. Lakers,-2.0,2008-03-14,238,LAL
9,New Orleans,2.0,2008-03-14,238,NOP
10,Philadelphia,3.5,2008-03-14,238,PHI
11,Chicago,-3.5,2008-03-14,238,CHI
12,Charlotte,10.0,2008-03-14,238,CHA
13,Houston,-10.0,2008-03-14,238,HOU
14,Indiana,14.0,2008-03-14,238,IND
15,Dallas,-14.0,2008-03-14,238,DAL
16,Toronto,8.5,2008-03-14,238,TOR
17,Denver,-8.5,2008-03-14,238,DEN
0,New Orleans,6.0,2008-03-16,238,NOP
1,Detroit,-6.0,2008-03-16,238,DET
2,L.A. Lakers,3.5,2008-03-16,238,LAL
3,Houston,-3.5,2008-03-16,238,HOU
4,Charlotte,8.0,2008-03-16,238,CHA
5,Cleveland,-8.0,2008-03-16,238,CLE
6,Dallas,-16.5,2008-03-16,238,DAL
7,Miami,16.5,2008-03-16,238,MIA
8,Atlanta,-1.0,2008-03-16,238,ATL
9,New York,1.0,2008-03-16,238,NYK
10,Toronto,5.0,2008-03-16,238,TOR
11,Sacramento,-5.0,2008-03-16,238,SAC
0,Denver,4.5,2008-03-18,238,DEN
1,Detroit,-4.5,2008-03-18,238,DET
2,Miami,9.5,2008-03-18,238,MIA
3,Milwaukee,-9.5,2008-03-18,238,MIL
4,Brooklyn,6.5,2008-03-18,238,BKN
5,Chicago,-6.5,2008-03-18,238,CHI
6,L.A. Lakers,6.0,2008-03-18,238,LAL
7,Dallas,-6.0,2008-03-18,238,DAL
8,Boston,4.5,2008-03-18,238,BOS
9,Houston,-4.5,2008-03-18,238,HOU
10,Golden State,-2.5,2008-03-18,238,GSW
11,Sacramento,2.5,2008-03-18,238,SAC
12,Phoenix,-3.5,2008-03-18,238,PHX
13,Portland,3.5,2008-03-18,238,POR
0,Miami,19.0,2008-03-19,238,MIA
1,Toronto,-19.0,2008-03-19,238,TOR
2,Denver,3.5,2008-03-19,238,DEN
3,Philadelphia,-3.5,2008-03-19,238,PHI
4,Charlotte,3.5,2008-03-19,238,CHA
5,Indiana,-3.5,2008-03-19,238,IND
6,Washington,7.0,2008-03-19,238,WAS
7,Orlando,-7.0,2008-03-19,238,ORL
8,Atlanta,-1.0,2008-03-19,238,ATL
9,Brooklyn,1.0,2008-03-19,238,BKN
10,Detroit,1.5,2008-03-19,238,DET
11,Cleveland,-1.5,2008-03-19,238,CLE
12,Houston,6.0,2008-03-19,238,HOU
13,New Orleans,-6.0,2008-03-19,238,NOP
14,Memphis,7.0,2008-03-19,238,MEM
15,Minnesota,-7.0,2008-03-19,238,MIN
16,Golden State,-9.0,2008-03-19,238,GSW
17,L.A. Clippers,9.0,2008-03-19,238,LAC
0,San Antonio,-5.0,2008-03-20,238,SAS
1,Chicago,5.0,2008-03-20,238,CHI
2,Boston,3.5,2008-03-20,238,BOS
3,Dallas,-3.5,2008-03-20,238,DAL
4,L.A. Lakers,6.0,2008-03-20,238,LAL
5,Utah,-6.0,2008-03-20,238,UTA
0,Philadelphia,6.0,2008-03-21,238,PHI
1,Orlando,-6.0,2008-03-21,238,ORL
2,Minnesota,6.5,2008-03-21,238,MIN
3,Indiana,-6.5,2008-03-21,238,IND
4,Denver,-5.0,2008-03-21,238,DEN
5,Brooklyn,5.0,2008-03-21,238,BKN
6,Memphis,1.5,2008-03-21,238,MEM
7,New York,-1.5,2008-03-21,238,NYK
8,Washington,-13.5,2008-03-21,238,WAS
9,Miami,13.5,2008-03-21,238,MIA
10,Toronto,4.5,2008-03-21,238,TOR
11,Cleveland,-4.5,2008-03-21,238,CLE
12,Sacramento,11.0,2008-03-21,238,SAC
13,San Antonio,-11.0,2008-03-21,238,SAS
14,L.A. Clippers,12.5,2008-03-21,238,LAC
15,Portland,-12.5,2008-03-21,238,POR
16,Houston,3.5,2008-03-21,238,HOU
17,Golden State,-3.5,2008-03-21,238,GSW
0,San Antonio,-3.5,2008-03-15,238,SAS
1,Philadelphia,3.5,2008-03-15,238,PHI
2,L.A. Clippers,12.0,2008-03-15,238,LAC
3,Washington,-12.0,2008-03-15,238,WAS
4,Indiana,11.0,2008-03-15,238,IND
5,Orlando,-11.0,2008-03-15,238,ORL
6,Utah,-5.0,2008-03-15,238,UTA
7,Brooklyn,5.0,2008-03-15,238,BKN
8,Boston,-9.0,2008-03-15,238,BOS
9,Milwaukee,9.0,2008-03-15,238,MIL
10,Sacramento,8.0,2008-03-15,238,SAC
11,Phoenix,-8.0,2008-03-15,238,PHX
12,Minnesota,9.0,2008-03-15,238,MIN
13,Portland,-9.0,2008-03-15,238,POR
14,Memphis,16.0,2008-03-15,238,MEM
15,Golden State,-16.0,2008-03-15,238,GSW
0,Atlanta,5.5,2008-03-17,238,ATL
1,Washington,-5.5,2008-03-17,238,WAS
2,Cleveland,6.5,2008-03-17,238,CLE
3,Orlando,-6.5,2008-03-17,238,ORL
4,New York,7.5,2008-03-17,238,NYK
5,Indiana,-7.5,2008-03-17,238,IND
6,Charlotte,-3.0,2008-03-17,238,CHA
7,Memphis,3.0,2008-03-17,238,MEM
8,Chicago,4.0,2008-03-17,238,CHI
9,New Orleans,-4.0,2008-03-17,238,NOP
10,L.A. Clippers,7.0,2008-03-17,238,LAC
11,Minnesota,-7.0,2008-03-17,238,MIN
12,Boston,4.5,2008-03-17,238,BOS
13,San Antonio,-4.5,2008-03-17,238,SAS
14,Toronto,13.5,2008-03-17,238,TOR
15,Utah,-13.5,2008-03-17,238,UTA
0,Brooklyn,-7.0,2008-03-24,238,BKN
1,New York,7.0,2008-03-24,238,NYK
2,Philadelphia,9.0,2008-03-24,238,PHI
3,Boston,-9.0,2008-03-24,238,BOS
4,Milwaukee,-9.5,2008-03-24,238,MIL
5,Miami,9.5,2008-03-24,238,MIA
6,Phoenix,1.0,2008-03-24,238,PHX
7,Detroit,-1.0,2008-03-24,238,DET
8,Denver,-9.0,2008-03-24,238,DEN
9,Memphis,9.0,2008-03-24,238,MEM
10,Sacramento,10.0,2008-03-24,238,SAC
11,Houston,-10.0,2008-03-24,238,HOU
12,L.A. Lakers,-2.5,2008-03-24,238,LAL
13,Golden State,2.5,2008-03-24,238,GSW
0,San Antonio,4.0,2008-03-23,238,SAS
1,Dallas,-4.0,2008-03-23,238,DAL
2,Denver,2.5,2008-03-23,238,DEN
3,Toronto,-2.5,2008-03-23,238,TOR
4,Detroit,-5.5,2008-03-23,238,DET
5,Washington,5.5,2008-03-23,238,WAS
6,Golden State,7.5,2008-03-23,238,GSW
7,L.A. Lakers,-7.5,2008-03-23,238,LAL
0,Brooklyn,8.5,2008-03-22,238,BKN
1,Philadelphia,-8.5,2008-03-22,238,PHI
2,Miami,18.0,2008-03-22,238,MIA
3,Charlotte,-18.0,2008-03-22,238,CHA
4,Orlando,-1.0,2008-03-22,238,ORL
5,Atlanta,1.0,2008-03-22,238,ATL
6,Sacramento,1.0,2008-03-22,238,SAC
7,Memphis,-1.0,2008-03-22,238,MEM
8,Boston,1.5,2008-03-22,238,BOS
9,New Orleans,-1.5,2008-03-22,238,NOP
10,New York,9.0,2008-03-22,238,NYK
11,Minnesota,-9.0,2008-03-22,238,MIN
12,Indiana,6.5,2008-03-22,238,IND
13,Chicago,-6.5,2008-03-22,238,CHI
14,Cleveland,-4.0,2008-03-22,238,CLE
15,Milwaukee,4.0,2008-03-22,238,MIL
16,Houston,6.5,2008-03-22,238,HOU
17,Phoenix,-6.5,2008-03-22,238,PHX
18,Portland,-8.0,2008-03-22,238,POR
19,L.A. Clippers,8.0,2008-03-22,238,LAC
0,Dallas,8.5,2008-03-27,238,DAL
1,Denver,-8.5,2008-03-27,238,DEN
2,Miami,20.5,2008-03-27,238,MIA
3,Detroit,-20.5,2008-03-27,238,DET
4,Portland,13.0,2008-03-27,238,POR
5,Golden State,-13.0,2008-03-27,238,GSW
0,Toronto,-3.0,2008-03-31,238,TOR
1,Charlotte,3.0,2008-03-31,238,CHA
2,Miami,17.0,2008-03-31,238,MIA
3,Indiana,-17.0,2008-03-31,238,IND
4,Atlanta,-3.0,2008-03-31,238,ATL
5,Memphis,3.0,2008-03-31,238,MEM
6,Washington,9.0,2008-03-31,238,WAS
7,Utah,-9.0,2008-03-31,238,UTA
8,Denver,5.5,2008-03-31,238,DEN
9,Phoenix,-5.5,2008-03-31,238,PHX
10,Dallas,-6.5,2008-03-31,238,DAL
11,L.A. Clippers,6.5,2008-03-31,238,LAC
0,Phoenix,-6.5,2008-03-29,238,PHX
1,Brooklyn,6.5,2008-03-29,238,BKN
2,Cleveland,7.0,2008-03-29,238,CLE
3,Detroit,-7.0,2008-03-29,238,DET
4,Milwaukee,10.5,2008-03-29,238,MIL
5,Chicago,-10.5,2008-03-29,238,CHI
6,Golden State,8.0,2008-03-29,238,GSW
7,Denver,-8.0,2008-03-29,238,DEN
8,Charlotte,5.0,2008-03-29,238,CHA
9,Portland,-5.0,2008-03-29,238,POR
10,Memphis,2.5,2008-03-29,238,MEM
11,L.A. Clippers,-2.5,2008-03-29,238,LAC
0,Detroit,1.0,2008-03-26,238,DET
1,Toronto,-1.0,2008-03-26,238,TOR
2,Chicago,6.0,2008-03-26,238,CHI
3,Philadelphia,-6.0,2008-03-26,238,PHI
4,Milwaukee,8.0,2008-03-26,238,MIL
5,Atlanta,-8.0,2008-03-26,238,ATL
6,New Orleans,1.5,2008-03-26,238,NOP
7,Cleveland,-1.5,2008-03-26,238,CLE
8,Phoenix,7.0,2008-03-26,238,PHX
9,Boston,-7.0,2008-03-26,238,BOS
10,Indiana,6.5,2008-03-26,238,IND
11,Brooklyn,-6.5,2008-03-26,238,BKN
12,Miami,8.5,2008-03-26,238,MIA
13,New York,-8.5,2008-03-26,238,NYK
14,Minnesota,10.5,2008-03-26,238,MIN
15,Houston,-10.5,2008-03-26,238,HOU
16,L.A. Clippers,14.5,2008-03-26,238,LAC
17,San Antonio,-14.5,2008-03-26,238,SAS
18,Memphis,10.0,2008-03-26,238,MEM
19,Sacramento,-10.0,2008-03-26,238,SAC
20,Charlotte,13.0,2008-03-26,238,CHA
21,L.A. Lakers,-13.0,2008-03-26,238,LAL
0,New York,16.0,2008-03-28,238,NYK
1,Toronto,-16.0,2008-03-28,238,TOR
2,Phoenix,-3.5,2008-03-28,238,PHX
3,Philadelphia,3.5,2008-03-28,238,PHI
4,Brooklyn,5.5,2008-03-28,238,BKN
5,Indiana,-5.5,2008-03-28,238,IND
6,New Orleans,7.0,2008-03-28,238,NOP
7,Boston,-7.0,2008-03-28,238,BOS
8,Chicago,4.5,2008-03-28,238,CHI
9,Atlanta,-4.5,2008-03-28,238,ATL
10,Minnesota,12.0,2008-03-28,238,MIN
11,San Antonio,-12.0,2008-03-28,238,SAS
12,Orlando,-9.0,2008-03-28,238,ORL
13,Milwaukee,9.0,2008-03-28,238,MIL
14,L.A. Clippers,16.5,2008-03-28,238,LAC
15,Utah,-16.5,2008-03-28,238,UTA
16,Washington,3.0,2008-03-28,238,WAS
17,Sacramento,-3.0,2008-03-28,238,SAC
18,Memphis,13.5,2008-03-28,238,MEM
19,L.A. Lakers,-13.5,2008-03-28,238,LAL
0,San Antonio,1.0,2008-03-25,238,SAS
1,Orlando,-1.0,2008-03-25,238,ORL
2,New Orleans,-7.0,2008-03-25,238,NOP
3,Indiana,7.0,2008-03-25,238,IND
4,Atlanta,4.0,2008-03-25,238,ATL
5,Chicago,-4.0,2008-03-25,238,CHI
6,L.A. Clippers,14.0,2008-03-25,238,LAC
7,Dallas,-14.0,2008-03-25,238,DAL
8,Charlotte,13.5,2008-03-25,238,CHA
9,Utah,-13.5,2008-03-25,238,UTA
10,Washington,-1.5,2008-03-25,238,WAS
11,Portland,1.5,2008-03-25,238,POR
0,Houston,6.5,2008-03-30,238,HOU
1,San Antonio,-6.5,2008-03-30,238,SAS
2,Utah,-5.5,2008-03-30,238,UTA
3,Minnesota,5.5,2008-03-30,238,MIN
4,New York,13.5,2008-03-30,238,NYK
5,Atlanta,-13.5,2008-03-30,238,ATL
6,Miami,22.5,2008-03-30,238,MIA
7,Boston,-22.5,2008-03-30,238,BOS
8,New Orleans,-2.5,2008-03-30,238,NOP
9,Toronto,2.5,2008-03-30,238,TOR
10,Philadelphia,4.5,2008-03-30,238,PHI
11,Cleveland,-4.5,2008-03-30,238,CLE
12,Dallas,5.0,2008-03-30,238,DAL
13,Golden State,-5.0,2008-03-30,238,GSW
14,Washington,7.0,2008-03-30,238,WAS
15,L.A. Lakers,-7.0,2008-03-30,238,LAL
0,New Orleans,-2.0,2008-04-01,238,NOP
1,Orlando,2.0,2008-04-01,238,ORL
2,Philadelphia,-2.0,2008-04-01,238,PHI
3,Brooklyn,2.0,2008-04-01,238,BKN
4,New York,6.5,2008-04-01,238,NYK
5,Milwaukee,-6.5,2008-04-01,238,MIL
6,Detroit,-3.0,2008-04-01,238,DET
7,Minnesota,3.0,2008-04-01,238,MIN
8,Boston,-7.0,2008-04-01,238,BOS
9,Chicago,7.0,2008-04-01,238,CHI
10,Golden State,8.5,2008-04-01,238,GSW
11,San Antonio,-8.5,2008-04-01,238,SAS
12,Phoenix,7.0,2008-04-01,238,PHX
13,Denver,-7.0,2008-04-01,238,DEN
14,Houston,-2.0,2008-04-01,238,HOU
15,Sacramento,2.0,2008-04-01,238,SAC
0,Milwaukee,11.5,2008-04-02,238,MIL
1,Washington,-11.5,2008-04-02,238,WAS
2,Cleveland,-2.5,2008-04-02,238,CLE
3,Charlotte,2.5,2008-04-02,238,CHA
4,Toronto,1.5,2008-04-02,238,TOR
5,Atlanta,-1.5,2008-04-02,238,ATL
