,team,spread,date,source,abrv
18,New Orleans,7.5,2012-12-18,238,NOP
19,Golden State,-7.5,2012-12-18,238,GSW
0,Oklahoma City,-2.0,2012-12-20,238,OKC
1,Minnesota,2.0,2012-12-20,238,MIN
2,Miami,-5.5,2012-12-20,238,MIA
3,Dallas,5.5,2012-12-20,238,DAL
4,Denver,-6.0,2012-12-20,238,DEN
5,Portland,6.0,2012-12-20,238,POR
0,Detroit,2.5,2012-12-19,238,DET
1,Toronto,-2.5,2012-12-19,238,TOR
2,Brooklyn,6.0,2012-12-19,238,BKN
3,New York,-6.0,2012-12-19,238,NYK
4,Washington,7.5,2012-12-19,238,WAS
5,Orlando,-7.5,2012-12-19,238,ORL
6,Utah,3.5,2012-12-19,238,UTA
7,Indiana,-3.5,2012-12-19,238,IND
8,Oklahoma City,-5.5,2012-12-19,238,OKC
9,Atlanta,5.5,2012-12-19,238,ATL
10,Cleveland,9.0,2012-12-19,238,CLE
11,Boston,-9.0,2012-12-19,238,BOS
12,Philadelphia,8.0,2012-12-19,238,PHI
13,Houston,-8.0,2012-12-19,238,HOU
14,Charlotte,9.0,2012-12-19,238,CHA
15,Phoenix,-9.0,2012-12-19,238,PHX
16,Milwaukee,9.0,2012-12-19,238,MIL
17,Memphis,-9.0,2012-12-19,238,MEM
18,Golden State,-3.0,2012-12-19,238,GSW
19,Sacramento,3.0,2012-12-19,238,SAC
20,New Orleans,14.0,2012-12-19,238,NOP
21,L.A. Clippers,-14.0,2012-12-19,238,LAC
0,Detroit,-1.0,2012-12-22,238,DET
1,Washington,1.0,2012-12-22,238,WAS
2,Chicago,4.0,2012-12-22,238,CHI
3,Atlanta,-4.0,2012-12-22,238,ATL
4,Utah,7.5,2012-12-22,238,UTA
5,Miami,-7.5,2012-12-22,238,MIA
6,Indiana,-3.0,2012-12-22,238,IND
7,New Orleans,3.0,2012-12-22,238,NOP
8,Memphis,1.5,2012-12-22,238,MEM
9,Houston,-1.5,2012-12-22,238,HOU
10,Cleveland,7.5,2012-12-22,238,CLE
11,Milwaukee,-7.5,2012-12-22,238,MIL
12,Charlotte,15.5,2012-12-22,238,CHA
13,Denver,-15.5,2012-12-22,238,DEN
14,Phoenix,4.5,2012-12-22,238,PHX
15,Portland,-4.5,2012-12-22,238,POR
16,L.A. Lakers,-1.5,2012-12-22,238,LAL
17,Golden State,1.5,2012-12-22,238,GSW
0,Orlando,3.5,2012-12-21,238,ORL
1,Toronto,-3.5,2012-12-21,238,TOR
2,Atlanta,-2.0,2012-12-21,238,ATL
3,Philadelphia,2.0,2012-12-21,238,PHI
4,Indiana,-4.5,2012-12-21,238,IND
5,Cleveland,4.5,2012-12-21,238,CLE
6,Washington,6.5,2012-12-21,238,WAS
7,Detroit,-6.5,2012-12-21,238,DET
8,Chicago,6.5,2012-12-21,238,CHI
9,New York,-6.5,2012-12-21,238,NYK
10,Milwaukee,5.0,2012-12-21,238,MIL
11,Boston,-5.0,2012-12-21,238,BOS
12,Dallas,10.5,2012-12-21,238,DAL
13,Memphis,-10.5,2012-12-21,238,MEM
14,New Orleans,13.0,2012-12-21,238,NOP
15,San Antonio,-13.0,2012-12-21,238,SAS
16,Charlotte,10.5,2012-12-21,238,CHA
17,Golden State,-10.5,2012-12-21,238,GSW
18,Sacramento,13.5,2012-12-21,238,SAC
19,L.A. Clippers,-13.5,2012-12-21,238,LAC
0,Boston,2.5,2012-12-25,238,BOS
1,Brooklyn,-2.5,2012-12-25,238,BKN
2,New York,4.0,2012-12-25,238,NYK
3,L.A. Lakers,-4.0,2012-12-25,238,LAL
4,Oklahoma City,2.5,2012-12-25,238,OKC
5,Miami,-2.5,2012-12-25,238,MIA
6,Houston,4.5,2012-12-25,238,HOU
7,Chicago,-4.5,2012-12-25,238,CHI
8,Denver,6.5,2012-12-25,238,DEN
9,L.A. Clippers,-6.5,2012-12-25,238,LAC
0,Philadelphia,6.0,2012-12-23,238,PHI
1,Brooklyn,-6.0,2012-12-23,238,BKN
2,Minnesota,8.0,2012-12-23,238,MIN
3,New York,-8.0,2012-12-23,238,NYK
4,Utah,1.0,2012-12-23,238,UTA
5,Orlando,-1.0,2012-12-23,238,ORL
6,Dallas,11.0,2012-12-23,238,DAL
7,San Antonio,-11.0,2012-12-23,238,SAS
8,L.A. Clippers,-6.5,2012-12-23,238,LAC
9,Phoenix,6.5,2012-12-23,238,PHX
10,Portland,1.0,2012-12-23,238,POR
11,Sacramento,-1.0,2012-12-23,238,SAC
0,Dallas,10.5,2012-12-27,238,DAL
1,Oklahoma City,-10.5,2012-12-27,238,OKC
2,Boston,8.5,2012-12-27,238,BOS
3,L.A. Clippers,-8.5,2012-12-27,238,LAC
0,New Orleans,-3.5,2012-12-29,238,NOP
1,Charlotte,3.5,2012-12-29,238,CHA
2,Indiana,2.5,2012-12-29,238,IND
3,Atlanta,-2.5,2012-12-29,238,ATL
4,Toronto,3.0,2012-12-29,238,TOR
5,Orlando,-3.0,2012-12-29,238,ORL
6,Cleveland,8.5,2012-12-29,238,CLE
7,Brooklyn,-8.5,2012-12-29,238,BKN
8,Washington,11.0,2012-12-29,238,WAS
9,Chicago,-11.0,2012-12-29,238,CHI
10,Denver,6.5,2012-12-29,238,DEN
11,Memphis,-6.5,2012-12-29,238,MEM
12,Oklahoma City,-4.5,2012-12-29,238,OKC
13,Houston,4.5,2012-12-29,238,HOU
14,Phoenix,9.0,2012-12-29,238,PHX
15,Minnesota,-9.0,2012-12-29,238,MIN
16,Miami,-4.5,2012-12-29,238,MIA
17,Milwaukee,4.5,2012-12-29,238,MIL
18,Philadelphia,3.0,2012-12-29,238,PHI
19,Portland,-3.0,2012-12-29,238,POR
20,Boston,4.5,2012-12-29,238,BOS
21,Golden State,-4.5,2012-12-29,238,GSW
0,Milwaukee,2.5,2012-12-30,238,MIL
1,Detroit,-2.5,2012-12-30,238,DET
2,San Antonio,-6.0,2012-12-30,238,SAS
3,Dallas,6.0,2012-12-30,238,DAL
4,Boston,-2.5,2012-12-30,238,BOS
5,Sacramento,2.5,2012-12-30,238,SAC
6,Utah,10.5,2012-12-30,238,UTA
7,L.A. Clippers,-10.5,2012-12-30,238,LAC
0,Orlando,-1.5,2012-12-28,238,ORL
1,Washington,1.5,2012-12-28,238,WAS
2,Phoenix,8.5,2012-12-28,238,PHX
3,Indiana,-8.5,2012-12-28,238,IND
4,Charlotte,9.5,2012-12-28,238,CHA
5,Brooklyn,-9.5,2012-12-28,238,BKN
6,Miami,-6.0,2012-12-28,238,MIA
7,Detroit,6.0,2012-12-28,238,DET
8,Atlanta,-5.0,2012-12-28,238,ATL
9,Cleveland,5.0,2012-12-28,238,CLE
10,Toronto,3.0,2012-12-28,238,TOR
11,New Orleans,-3.0,2012-12-28,238,NOP
12,Denver,-3.0,2012-12-28,238,DEN
13,Dallas,3.0,2012-12-28,238,DAL
14,Houston,8.0,2012-12-28,238,HOU
15,San Antonio,-8.0,2012-12-28,238,SAS
16,L.A. Clippers,-3.0,2012-12-28,238,LAC
17,Utah,3.0,2012-12-28,238,UTA
18,New York,-3.0,2012-12-28,238,NYK
19,Sacramento,3.0,2012-12-28,238,SAC
20,Philadelphia,6.0,2012-12-28,238,PHI
21,Golden State,-6.0,2012-12-28,238,GSW
22,Portland,9.0,2012-12-28,238,POR
23,L.A. Lakers,-9.0,2012-12-28,238,LAL
0,Cleveland,1.0,2012-12-26,238,CLE
1,Washington,-1.0,2012-12-26,238,WAS
2,Miami,-9.0,2012-12-26,238,MIA
3,Charlotte,9.0,2012-12-26,238,CHA
4,New Orleans,3.0,2012-12-26,238,NOP
5,Orlando,-3.0,2012-12-26,238,ORL
6,Detroit,7.5,2012-12-26,238,DET
7,Atlanta,-7.5,2012-12-26,238,ATL
8,Brooklyn,5.0,2012-12-26,238,BKN
9,Milwaukee,-5.0,2012-12-26,238,MIL
10,Philadelphia,8.5,2012-12-26,238,PHI
11,Memphis,-8.5,2012-12-26,238,MEM
12,Houston,5.5,2012-12-26,238,HOU
13,Minnesota,-5.5,2012-12-26,238,MIN
14,Toronto,14.0,2012-12-26,238,TOR
15,San Antonio,-14.0,2012-12-26,238,SAS
16,L.A. Lakers,3.5,2012-12-26,238,LAL
17,Denver,-3.5,2012-12-26,238,DEN
18,Golden State,4.0,2012-12-26,238,GSW
19,Utah,-4.0,2012-12-26,238,UTA
20,New York,2.0,2012-12-26,238,NYK
21,Phoenix,-2.0,2012-12-26,238,PHX
22,Sacramento,7.5,2012-12-26,238,SAC
23,Portland,-7.5,2012-12-26,238,POR
24,Chicago,5.0,2012-12-26,238,CHI
25,Indiana,-5.0,2012-12-26,238,IND
0,Memphis,-1.5,2012-12-31,238,MEM
1,Indiana,1.5,2012-12-31,238,IND
2,Charlotte,12.0,2012-12-31,238,CHA
3,Chicago,-12.0,2012-12-31,238,CHI
4,Miami,-9.5,2012-12-31,238,MIA
5,Orlando,9.5,2012-12-31,238,ORL
6,Atlanta,5.0,2012-12-31,238,ATL
7,Houston,-5.0,2012-12-31,238,HOU
8,Brooklyn,9.0,2012-12-31,238,BKN
9,San Antonio,-9.0,2012-12-31,238,SAS
10,Phoenix,12.5,2012-12-31,238,PHX
11,Oklahoma City,-12.5,2012-12-31,238,OKC
0,Dallas,-4.0,2013-01-01,238,DAL
1,Washington,4.0,2013-01-01,238,WAS
2,Portland,9.5,2013-01-01,238,POR
3,New York,-9.5,2013-01-01,238,NYK
4,Sacramento,7.0,2013-01-01,238,SAC
5,Detroit,-7.0,2013-01-01,238,DET
6,Atlanta,-2.0,2013-01-01,238,ATL
7,New Orleans,2.0,2013-01-01,238,NOP
8,L.A. Clippers,1.0,2013-01-01,238,LAC
9,Denver,-1.0,2013-01-01,238,DEN
10,Philadelphia,9.0,2013-01-01,238,PHI
11,L.A. Lakers,-9.0,2013-01-01,238,LAL
0,San Antonio,-1.0,2013-01-03,238,SAS
1,New York,1.0,2013-01-03,238,NYK
2,Minnesota,8.0,2013-01-03,238,MIN
3,Denver,-8.0,2013-01-03,238,DEN
0,Portland,4.5,2013-01-02,238,POR
1,Toronto,-4.5,2013-01-02,238,TOR
2,Chicago,-2.5,2013-01-02,238,CHI
3,Orlando,2.5,2013-01-02,238,ORL
4,Sacramento,3.5,2013-01-02,238,SAC
5,Cleveland,-3.5,2013-01-02,238,CLE
6,Washington,10.5,2013-01-02,238,WAS
7,Indiana,-10.5,2013-01-02,238,IND
8,Memphis,-2.5,2013-01-02,238,MEM
9,Boston,2.5,2013-01-02,238,BOS
10,Dallas,10.5,2013-01-02,238,DAL
11,Miami,-10.5,2013-01-02,238,MIA
12,San Antonio,-5.5,2013-01-02,238,SAS
13,Milwaukee,5.5,2013-01-02,238,MIL
14,New Orleans,10.0,2013-01-02,238,NOP
15,Houston,-10.0,2013-01-02,238,HOU
16,Brooklyn,9.5,2013-01-02,238,BKN
17,Oklahoma City,-9.5,2013-01-02,238,OKC
18,Minnesota,3.0,2013-01-02,238,MIN
19,Utah,-3.0,2013-01-02,238,UTA
20,Philadelphia,4.5,2013-01-02,238,PHI
21,Phoenix,-4.5,2013-01-02,238,PHX
22,L.A. Clippers,-2.0,2013-01-02,238,LAC
23,Golden State,2.0,2013-01-02,238,GSW
0,Oklahoma City,-6.5,2013-01-06,238,OKC
1,Toronto,6.5,2013-01-06,238,TOR
2,Washington,13.5,2013-01-06,238,WAS
3,Miami,-13.5,2013-01-06,238,MIA
4,Charlotte,8.0,2013-01-06,238,CHA
5,Detroit,-8.0,2013-01-06,238,DET
6,Memphis,-4.5,2013-01-06,238,MEM
7,Phoenix,4.5,2013-01-06,238,PHX
8,Denver,5.5,2013-01-06,238,DEN
9,L.A. Lakers,-5.5,2013-01-06,238,LAL
0,Cleveland,1.5,2013-01-04,238,CLE
1,Charlotte,-1.5,2013-01-04,238,CHA
2,Brooklyn,-5.5,2013-01-04,238,BKN
3,Washington,5.5,2013-01-04,238,WAS
4,Sacramento,7.0,2013-01-04,238,SAC
5,Toronto,-7.0,2013-01-04,238,TOR
6,Atlanta,-1.5,2013-01-04,238,ATL
7,Detroit,1.5,2013-01-04,238,DET
8,Chicago,7.5,2013-01-04,238,CHI
9,Miami,-7.5,2013-01-04,238,MIA
10,Philadelphia,10.5,2013-01-04,238,PHI
11,Oklahoma City,-10.5,2013-01-04,238,OKC
12,Portland,8.0,2013-01-04,238,POR
13,Memphis,-8.0,2013-01-04,238,MEM
14,Indiana,3.0,2013-01-04,238,IND
15,Boston,-3.0,2013-01-04,238,BOS
16,Houston,1.0,2013-01-04,238,HOU
17,Milwaukee,-1.0,2013-01-04,238,MIL
18,Utah,1.5,2013-01-04,238,UTA
19,Phoenix,-1.5,2013-01-04,238,PHX
20,L.A. Lakers,4.5,2013-01-04,238,LAL
21,L.A. Clippers,-4.5,2013-01-04,238,LAC
0,Oklahoma City,-11.5,2013-01-07,238,OKC
1,Washington,11.5,2013-01-07,238,WAS
2,Boston,7.5,2013-01-07,238,BOS
3,New York,-7.5,2013-01-07,238,NYK
4,Cleveland,8.0,2013-01-07,238,CLE
5,Chicago,-8.0,2013-01-07,238,CHI
6,San Antonio,-8.0,2013-01-07,238,SAS
7,New Orleans,8.0,2013-01-07,238,NOP
8,Dallas,5.0,2013-01-07,238,DAL
9,Utah,-5.0,2013-01-07,238,UTA
10,Memphis,-4.0,2013-01-07,238,MEM
11,Sacramento,4.0,2013-01-07,238,SAC
12,Orlando,7.0,2013-01-07,238,ORL
13,Portland,-7.0,2013-01-07,238,POR
0,Boston,5.5,2013-01-05,238,BOS
1,Atlanta,-5.5,2013-01-05,238,ATL
2,New York,-6.0,2013-01-05,238,NYK
3,Orlando,6.0,2013-01-05,238,ORL
4,Milwaukee,4.5,2013-01-05,238,MIL
5,Indiana,-4.5,2013-01-05,238,IND
6,Sacramento,7.0,2013-01-05,238,SAC
7,Brooklyn,-7.0,2013-01-05,238,BKN
8,Houston,-6.0,2013-01-05,238,HOU
9,Cleveland,6.0,2013-01-05,238,CLE
10,Portland,6.5,2013-01-05,238,POR
11,Minnesota,-6.5,2013-01-05,238,MIN
12,New Orleans,6.0,2013-01-05,238,NOP
13,Dallas,-6.0,2013-01-05,238,DAL
14,Philadelphia,13.5,2013-01-05,238,PHI
15,San Antonio,-13.5,2013-01-05,238,SAS
16,Utah,10.0,2013-01-05,238,UTA
17,Denver,-10.0,2013-01-05,238,DEN
18,Golden State,6.5,2013-01-05,238,GSW
19,L.A. Clippers,-6.5,2013-01-05,238,LAC
0,Brooklyn,1.5,2013-01-08,238,BKN
1,Philadelphia,-1.5,2013-01-08,238,PHI
2,Miami,-2.0,2013-01-08,238,MIA
3,Indiana,2.0,2013-01-08,238,IND
4,Phoenix,6.0,2013-01-08,238,PHX
5,Milwaukee,-6.0,2013-01-08,238,MIL
6,L.A. Lakers,8.0,2013-01-08,238,LAL
7,Houston,-8.0,2013-01-08,238,HOU
8,Atlanta,1.0,2013-01-08,238,ATL
9,Minnesota,-1.0,2013-01-08,238,MIN
0,Philadelphia,5.0,2013-01-09,238,PHI
1,Toronto,-5.0,2013-01-09,238,TOR
2,Utah,-4.5,2013-01-09,238,UTA
3,Charlotte,4.5,2013-01-09,238,CHA
4,Atlanta,-4.0,2013-01-09,238,ATL
5,Cleveland,4.0,2013-01-09,238,CLE
6,Phoenix,9.0,2013-01-09,238,PHX
7,Boston,-9.0,2013-01-09,238,BOS
8,Milwaukee,6.0,2013-01-09,238,MIL
9,Chicago,-6.0,2013-01-09,238,CHI
10,Houston,-2.5,2013-01-09,238,HOU
11,New Orleans,2.5,2013-01-09,238,NOP
12,L.A. Lakers,13.5,2013-01-09,238,LAL
13,San Antonio,-13.5,2013-01-09,238,SAS
14,Minnesota,12.5,2013-01-09,238,MIN
15,Oklahoma City,-12.5,2013-01-09,238,OKC
16,Orlando,11.5,2013-01-09,238,ORL
17,Denver,-11.5,2013-01-09,238,DEN
18,Dallas,10.0,2013-01-09,238,DAL
19,L.A. Clippers,-10.0,2013-01-09,238,LAC
20,Memphis,1.0,2013-01-09,238,MEM
21,Golden State,-1.0,2013-01-09,238,GSW
0,New York,5.5,2013-01-10,238,NYK
1,Indiana,-5.5,2013-01-10,238,IND
2,Dallas,2.5,2013-01-10,238,DAL
3,Sacramento,-2.5,2013-01-10,238,SAC
4,Miami,-3.5,2013-01-10,238,MIA
5,Portland,3.5,2013-01-10,238,POR
0,Charlotte,8.0,2013-01-11,238,CHA
1,Toronto,-8.0,2013-01-11,238,TOR
2,Houston,3.0,2013-01-11,238,HOU
3,Boston,-3.0,2013-01-11,238,BOS
4,Phoenix,7.5,2013-01-11,238,PHX
5,Brooklyn,-7.5,2013-01-11,238,BKN
6,Utah,4.5,2013-01-11,238,UTA
7,Atlanta,-4.5,2013-01-11,238,ATL
8,Chicago,4.5,2013-01-11,238,CHI
9,New York,-4.5,2013-01-11,238,NYK
10,San Antonio,2.0,2013-01-11,238,SAS
11,Memphis,-2.0,2013-01-11,238,MEM
12,Minnesota,3.0,2013-01-11,238,MIN
13,New Orleans,-3.0,2013-01-11,238,NOP
14,Detroit,5.5,2013-01-11,238,DET
15,Milwaukee,-5.5,2013-01-11,238,MIL
16,Cleveland,12.5,2013-01-11,238,CLE
17,Denver,-12.5,2013-01-11,238,DEN
18,Oklahoma City,-6.5,2013-01-11,238,OKC
19,L.A. Lakers,6.5,2013-01-11,238,LAL
20,Portland,8.0,2013-01-11,238,POR
21,Golden State,-8.0,2013-01-11,238,GSW
0,Orlando,12.5,2013-01-12,238,ORL
1,L.A. Clippers,-12.5,2013-01-12,238,LAC
2,Atlanta,-3.0,2013-01-12,238,ATL
3,Washington,3.0,2013-01-12,238,WAS
4,Charlotte,11.5,2013-01-12,238,CHA
5,Indiana,-11.5,2013-01-12,238,IND
6,Houston,1.0,2013-01-12,238,HOU
7,Philadelphia,-1.0,2013-01-12,238,PHI
8,Utah,2.5,2013-01-12,238,UTA
9,Detroit,-2.5,2013-01-12,238,DET
10,Phoenix,8.5,2013-01-12,238,PHX
11,Chicago,-8.5,2013-01-12,238,CHI
12,Memphis,-1.0,2013-01-12,238,MEM
13,Dallas,1.0,2013-01-12,238,DAL
14,Miami,-7.5,2013-01-12,238,MIA
15,Sacramento,7.5,2013-01-12,238,SAC
0,New Orleans,7.0,2013-01-13,238,NOP
1,New York,-7.0,2013-01-13,238,NYK
2,Milwaukee,3.0,2013-01-13,238,MIL
3,Toronto,-3.0,2013-01-13,238,TOR
4,Indiana,4.5,2013-01-13,238,IND
5,Brooklyn,-4.5,2013-01-13,238,BKN
6,Minnesota,12.5,2013-01-13,238,MIN
7,San Antonio,-12.5,2013-01-13,238,SAS
8,Golden State,6.5,2013-01-13,238,GSW
9,Denver,-6.5,2013-01-13,238,DEN
10,Oklahoma City,-4.0,2013-01-13,238,OKC
11,Portland,4.0,2013-01-13,238,POR
12,Cleveland,10.0,2013-01-13,238,CLE
13,L.A. Lakers,-10.0,2013-01-13,238,LAL
0,New Orleans,3.0,2013-01-15,238,NOP
1,Philadelphia,-3.0,2013-01-15,238,PHI
2,Indiana,-7.5,2013-01-15,238,IND
3,Charlotte,7.5,2013-01-15,238,CHA
4,Toronto,7.0,2013-01-15,238,TOR
5,Brooklyn,-7.0,2013-01-15,238,BKN
6,L.A. Clippers,3.5,2013-01-15,238,LAC
7,Houston,-3.5,2013-01-15,238,HOU
8,Portland,9.0,2013-01-15,238,POR
9,Denver,-9.0,2013-01-15,238,DEN
10,Milwaukee,6.0,2013-01-15,238,MIL
11,L.A. Lakers,-6.0,2013-01-15,238,LAL
0,New York,-5.5,2013-01-17,238,NYK
1,Detroit,5.5,2013-01-17,238,DET
2,L.A. Clippers,-5.0,2013-01-17,238,LAC
3,Minnesota,5.0,2013-01-17,238,MIN
4,Milwaukee,-1.0,2013-01-17,238,MIL
5,Phoenix,1.0,2013-01-17,238,PHX
6,Miami,2.5,2013-01-17,238,MIA
7,L.A. Lakers,-2.5,2013-01-17,238,LAL
0,Sacramento,-2.5,2013-01-19,238,SAC
1,Charlotte,2.5,2013-01-19,238,CHA
2,San Antonio,-3.5,2013-01-19,238,SAS
3,Atlanta,3.5,2013-01-19,238,ATL
4,Memphis,-2.0,2013-01-19,238,MEM
5,Chicago,2.0,2013-01-19,238,CHI
6,Golden State,5.0,2013-01-19,238,GSW
7,New Orleans,-5.0,2013-01-19,238,NOP
8,Houston,-5.5,2013-01-19,238,HOU
9,Minnesota,5.5,2013-01-19,238,MIN
10,Cleveland,8.5,2013-01-19,238,CLE
11,Utah,-8.5,2013-01-19,238,UTA
12,Milwaukee,4.5,2013-01-19,238,MIL
13,Portland,-4.5,2013-01-19,238,POR
14,Washington,13.0,2013-01-19,238,WAS
15,L.A. Clippers,-13.0,2013-01-19,238,LAC
0,Orlando,1.5,2013-01-14,238,ORL
1,Washington,-1.5,2013-01-14,238,WAS
2,Charlotte,10.5,2013-01-14,238,CHA
3,Boston,-10.5,2013-01-14,238,BOS
4,Atlanta,4.5,2013-01-14,238,ATL
5,Chicago,-4.5,2013-01-14,238,CHI
6,L.A. Clippers,4.5,2013-01-14,238,LAC
7,Memphis,-4.5,2013-01-14,238,MEM
8,Minnesota,7.5,2013-01-14,238,MIN
9,Dallas,-7.5,2013-01-14,238,DAL
10,Miami,-2.5,2013-01-14,238,MIA
11,Utah,2.5,2013-01-14,238,UTA
12,Oklahoma City,-5.0,2013-01-14,238,OKC
13,Phoenix,5.0,2013-01-14,238,PHX
14,Cleveland,6.0,2013-01-14,238,CLE
15,Sacramento,-6.0,2013-01-14,238,SAC
0,Chicago,2.0,2013-01-18,238,CHI
1,Boston,-2.0,2013-01-18,238,BOS
2,Toronto,4.0,2013-01-18,238,TOR
3,Philadelphia,-4.0,2013-01-18,238,PHI
4,Charlotte,6.5,2013-01-18,238,CHA
5,Orlando,-6.5,2013-01-18,238,ORL
6,Houston,4.5,2013-01-18,238,HOU
7,Indiana,-4.5,2013-01-18,238,IND
8,Atlanta,6.5,2013-01-18,238,ATL
9,Brooklyn,-6.5,2013-01-18,238,BKN
10,Sacramento,9.5,2013-01-18,238,SAC
11,Memphis,-9.5,2013-01-18,238,MEM
12,Golden State,11.5,2013-01-18,238,GSW
13,San Antonio,-11.5,2013-01-18,238,SAS
14,Washington,10.5,2013-01-18,238,WAS
15,Denver,-10.5,2013-01-18,238,DEN
16,Oklahoma City,-5.5,2013-01-18,238,OKC
17,Dallas,5.5,2013-01-18,238,DAL
0,Chicago,-4.5,2013-01-16,238,CHI
1,Toronto,4.5,2013-01-16,238,TOR
2,Indiana,-2.0,2013-01-16,238,IND
3,Orlando,2.0,2013-01-16,238,ORL
4,Brooklyn,3.0,2013-01-16,238,BKN
5,Atlanta,-3.0,2013-01-16,238,ATL
6,New Orleans,8.5,2013-01-16,238,NOP
7,Boston,-8.5,2013-01-16,238,BOS
8,Denver,9.0,2013-01-16,238,DEN
9,Oklahoma City,-9.0,2013-01-16,238,OKC
10,Houston,4.0,2013-01-16,238,HOU
11,Dallas,-4.0,2013-01-16,238,DAL
12,Memphis,5.5,2013-01-16,238,MEM
13,San Antonio,-5.5,2013-01-16,238,SAS
14,Washington,4.5,2013-01-16,238,WAS
15,Sacramento,-4.5,2013-01-16,238,SAC
16,Cleveland,6.0,2013-01-16,238,CLE
17,Portland,-6.0,2013-01-16,238,POR
18,Miami,-4.0,2013-01-16,238,MIA
19,Golden State,4.0,2013-01-16,238,GSW
0,L.A. Lakers,-4.5,2013-01-20,238,LAL
1,Toronto,4.5,2013-01-20,238,TOR
2,Dallas,-3.5,2013-01-20,238,DAL
3,Orlando,3.5,2013-01-20,238,ORL
4,Boston,-2.0,2013-01-20,238,BOS
5,Detroit,2.0,2013-01-20,238,DET
6,Oklahoma City,-1.0,2013-01-20,238,OKC
7,Denver,1.0,2013-01-20,238,DEN
0,Indiana,6.0,2013-01-21,238,IND
1,Memphis,-6.0,2013-01-21,238,MEM
2,Sacramento,5.5,2013-01-21,238,SAC
3,New Orleans,-5.5,2013-01-21,238,NOP
4,Houston,-7.0,2013-01-21,238,HOU
5,Charlotte,7.0,2013-01-21,238,CHA
6,Minnesota,8.0,2013-01-21,238,MIN
7,Atlanta,-8.0,2013-01-21,238,ATL
8,Brooklyn,3.0,2013-01-21,238,BKN
9,New York,-3.0,2013-01-21,238,NYK
10,L.A. Clippers,-4.5,2013-01-21,238,LAC
11,Golden State,4.5,2013-01-21,238,GSW
12,San Antonio,-6.0,2013-01-21,238,SAS
13,Philadelphia,6.0,2013-01-21,238,PHI
14,L.A. Lakers,-1.0,2013-01-21,238,LAL
15,Chicago,1.0,2013-01-21,238,CHI
16,Washington,6.5,2013-01-21,238,WAS
17,Portland,-6.5,2013-01-21,238,POR
0,Boston,-5.0,2013-01-22,238,BOS
1,Cleveland,5.0,2013-01-22,238,CLE
2,Orlando,4.5,2013-01-22,238,ORL
3,Detroit,-4.5,2013-01-22,238,DET
4,Philadelphia,6.5,2013-01-22,238,PHI
5,Milwaukee,-6.5,2013-01-22,238,MIL
6,Oklahoma City,-2.5,2013-01-22,238,OKC
7,L.A. Clippers,2.5,2013-01-22,238,LAC
0,Toronto,4.0,2013-01-24,238,TOR
1,Orlando,-4.0,2013-01-24,238,ORL
2,New York,-1.0,2013-01-24,238,NYK
3,Boston,1.0,2013-01-24,238,BOS
4,L.A. Clippers,-6.5,2013-01-24,238,LAC
5,Phoenix,6.5,2013-01-24,238,PHX
0,Atlanta,-2.5,2013-01-23,238,ATL
1,Charlotte,2.5,2013-01-23,238,CHA
2,Toronto,10.0,2013-01-23,238,TOR
3,Miami,-10.0,2013-01-23,238,MIA
4,Detroit,6.5,2013-01-23,238,DET
5,Chicago,-6.5,2013-01-23,238,CHI
6,L.A. Lakers,3.5,2013-01-23,238,LAL
7,Memphis,-3.5,2013-01-23,238,MEM
8,Denver,3.0,2013-01-23,238,DEN
9,Houston,-3.0,2013-01-23,238,HOU
10,Brooklyn,-5.5,2013-01-23,238,BKN
11,Minnesota,5.5,2013-01-23,238,MIN
12,New Orleans,8.5,2013-01-23,238,NOP
13,San Antonio,-8.5,2013-01-23,238,SAS
14,Washington,7.0,2013-01-23,238,WAS
15,Utah,-7.0,2013-01-23,238,UTA
16,Phoenix,3.0,2013-01-23,238,PHX
17,Sacramento,-3.0,2013-01-23,238,SAC
18,Indiana,1.0,2013-01-23,238,IND
19,Portland,-1.0,2013-01-23,238,POR
20,Oklahoma City,-1.0,2013-01-23,238,OKC
21,Golden State,1.0,2013-01-23,238,GSW
0,Minnesota,6.5,2013-01-25,238,MIN
1,Washington,-6.5,2013-01-25,238,WAS
2,Boston,5.5,2013-01-25,238,BOS
3,Atlanta,-5.5,2013-01-25,238,ATL
4,Detroit,9.5,2013-01-25,238,DET
5,Miami,-9.5,2013-01-25,238,MIA
6,Milwaukee,-4.0,2013-01-25,238,MIL
7,Cleveland,4.0,2013-01-25,238,CLE
8,San Antonio,2.0,2013-01-25,238,SAS
9,Dallas,-2.0,2013-01-25,238,DAL
10,Golden State,2.5,2013-01-25,238,GSW
11,Chicago,-2.5,2013-01-25,238,CHI
12,Brooklyn,3.5,2013-01-25,238,BKN
13,Memphis,-3.5,2013-01-25,238,MEM
14,Houston,2.5,2013-01-25,238,HOU
15,New Orleans,-2.5,2013-01-25,238,NOP
16,Oklahoma City,-9.5,2013-01-25,238,OKC
17,Sacramento,9.5,2013-01-25,238,SAC
18,Utah,5.0,2013-01-25,238,UTA
19,L.A. Lakers,-5.0,2013-01-25,238,LAL
0,Golden State,3.0,2013-01-29,238,GSW
1,Cleveland,-3.0,2013-01-29,238,CLE
2,Milwaukee,-1.5,2013-01-29,238,MIL
3,Detroit,1.5,2013-01-29,238,DET
4,Dallas,3.0,2013-01-29,238,DAL
5,Portland,-3.0,2013-01-29,238,POR
